SCOPE,AGG_LEVEL,YEAR,CAMPUS NUMBER,CAMPUS NAME,GRADE GROUP,DISTRICT NUMBER,DISTRICT NAME,REGION,COUNTY NUMBER,COUNTY NAME,TOTAL ENROLLMENT,TOTAL G & T STUDENTS,TOTAL CTE STUDENTS,TOTAL LEP STUDENTS,TOTAL BILINGUAL STUDENTS,TOTAL ESL STUDENTS,TOTAL ECONOMICALLY DISADVANTAGED STUDENTS,TOTAL TITLE I STUDENTS,TOTAL AT RISK STUDENTS,TOTAL MILITARY CONNECTED STUDENTS,TOTAL FOSTER CARE STUDENTS,TOTAL STUDENTS RECEIVING SPECIAL EDUCATION SERVICES,SUM_HOMELESS,TOTAL DYSLEXIC STUDENTS
STATE,CAMPUS,2016-2017,133904042,INGRAM MIDDLE,MIDDLE SCHOOL,133904,INGRAM ISD,20,133,KERR COUNTY,211,18,50,16,0,14,135,0,51,0,0,18,0,9
STATE,CAMPUS,2016-2017,133904001,INGRAM TOM MOORE H S,HIGH SCHOOL,133904,INGRAM ISD,20,133,KERR COUNTY,337,20,287,27,0,23,194,-9999999,179,0,0,38,-9999999,-9999999
STATE,CAMPUS,2016-2017,57905382,INNOVATION DESIGN ENTREPRENEURSHIP,HIGH SCHOOL,57905,DALLAS ISD,10,57,DALLAS COUNTY,214,32,211,56,-9999999,45,165,214,148,0,0,16,21,8
STATE,CAMPUS,2016-2017,220905252,INSIGHTS LEARNING CENTER,ELEMENTARY,220905,FORT WORTH ISD,11,220,TARRANT COUNTY,-9999999,0,0,0,0,0,-9999999,0,-9999999,0,0,0,0,0
STATE,CAMPUS,2016-2017,101912300,INSPIRED FOR EXCELLENCE ACADEMY WE,MIDDLE SCHOOL,101912,HOUSTON ISD,4,101,HARRIS COUNTY,139,-9999999,0,22,-9999999,17,98,139,112,0,0,8,0,-9999999
STATE,CAMPUS,2016-2017,57830001,INSPIRED VISION ACADEMY EL,ELEMENTARY,57830,INSPIRED VISION ACADEMY,10,57,DALLAS COUNTY,549,0,0,283,270,0,506,549,311,0,0,33,0,5
STATE,CAMPUS,2016-2017,57830002,INSPIRED VISION ACADEMY MIDDLE,HIGH SCHOOL,57830,INSPIRED VISION ACADEMY,10,57,DALLAS COUNTY,579,14,351,183,0,177,485,578,263,-9999999,0,68,-9999999,-9999999
STATE,CAMPUS,2016-2017,108906005,INSTR/GUID CENTER,ELEMENTARY / SECONDARY,108906,MCALLEN ISD,1,108,HIDALGO COUNTY,31,0,-9999999,6,0,6,29,0,30,0,0,6,-9999999,-9999999
STATE,CAMPUS,2016-2017,214903003,INSTRUCTIONAL & GUIDANCE CENTER,ELEMENTARY / SECONDARY,214903,ROMA ISD,1,214,STARR COUNTY,38,-9999999,7,25,0,25,31,38,36,0,0,5,0,7
STATE,CAMPUS,2016-2017,186902101,INT,ELEMENTARY,186902,FORT STOCKTON ISD,18,186,PECOS COUNTY,374,10,0,42,0,41,272,374,172,0,0,20,0,9
STATE,CAMPUS,2016-2017,57848012,INT'L LEADERSHIP OF TEXAS ES- N RI,ELEMENTARY,57848,INTERNATIONAL LEADERSHIP OF TEXAS,10,57,DALLAS COUNTY,945,62,0,207,172,35,489,945,299,0,0,35,0,16
STATE,CAMPUS,2016-2017,57848011,INT'L LEADERSHIP OF TEXAS MIDDLE -,MIDDLE SCHOOL,57848,INTERNATIONAL LEADERSHIP OF TEXAS,10,57,DALLAS COUNTY,404,27,0,92,0,92,274,404,124,0,0,19,0,6
STATE,CAMPUS,2016-2017,57848013,INT'L LEADERSHIP OF TEXAS MS-N RIC,MIDDLE SCHOOL,57848,INTERNATIONAL LEADERSHIP OF TEXAS,10,57,DALLAS COUNTY,301,29,58,50,0,50,156,301,107,0,0,25,0,6
STATE,CAMPUS,2016-2017,220905062,INT'L NEWCOMER ACAD,ELEMENTARY / SECONDARY,220905,FORT WORTH ISD,11,220,TARRANT COUNTY,597,0,239,595,0,595,482,597,597,-9999999,0,-9999999,9,0
STATE,CAMPUS,2016-2017,227901029,INTERNATIONAL H S,HIGH SCHOOL,227901,AUSTIN ISD,13,227,TRAVIS COUNTY,261,0,69,216,0,216,250,18,220,0,0,0,18,0
STATE,CAMPUS,2016-2017,57848001,INTERNATIONAL LEADERSHIP OF TEXAS,ELEMENTARY,57848,INTERNATIONAL LEADERSHIP OF TEXAS,10,57,DALLAS COUNTY,941,56,0,335,252,83,492,941,568,0,0,33,0,14
STATE,CAMPUS,2016-2017,57848002,INTERNATIONAL LEADERSHIP OF TEXAS,MIDDLE SCHOOL,57848,INTERNATIONAL LEADERSHIP OF TEXAS,10,57,DALLAS COUNTY,465,46,0,104,0,104,229,465,230,0,0,27,0,-9999999
STATE,CAMPUS,2016-2017,57848003,INTERNATIONAL LEADERSHIP OF TEXAS,HIGH SCHOOL,57848,INTERNATIONAL LEADERSHIP OF TEXAS,10,57,DALLAS COUNTY,550,32,300,60,0,60,288,550,212,0,0,30,0,0
STATE,CAMPUS,2016-2017,57848004,INTERNATIONAL LEADERSHIP OF TEXAS,ELEMENTARY,57848,INTERNATIONAL LEADERSHIP OF TEXAS,10,57,DALLAS COUNTY,935,31,0,326,304,22,568,935,599,0,0,31,-9999999,-9999999
STATE,CAMPUS,2016-2017,57848006,INTERNATIONAL LEADERSHIP OF TEXAS,HIGH SCHOOL,57848,INTERNATIONAL LEADERSHIP OF TEXAS,10,57,DALLAS COUNTY,354,28,212,48,0,48,205,354,153,0,0,14,-9999999,0
STATE,CAMPUS,2016-2017,57848007,INTERNATIONAL LEADERSHIP OF TEXAS,ELEMENTARY,57848,INTERNATIONAL LEADERSHIP OF TEXAS,10,57,DALLAS COUNTY,950,74,0,123,81,42,211,0,268,0,0,46,-9999999,10
STATE,CAMPUS,2016-2017,57848008,INTERNATIONAL LEADERSHIP OF TEXAS,MIDDLE SCHOOL,57848,INTERNATIONAL LEADERSHIP OF TEXAS,10,57,DALLAS COUNTY,457,93,0,27,0,27,107,0,103,0,0,25,-9999999,7
STATE,CAMPUS,2016-2017,57848009,INTERNATIONAL LEADERSHIP OF TEXAS,HIGH SCHOOL,57848,INTERNATIONAL LEADERSHIP OF TEXAS,10,57,DALLAS COUNTY,270,54,224,17,0,17,70,-9999999,48,-9999999,0,15,0,5
STATE,CAMPUS,2016-2017,57848010,INTERNATIONAL LEADERSHIP OF TEXAS,ELEMENTARY,57848,INTERNATIONAL LEADERSHIP OF TEXAS,10,57,DALLAS COUNTY,871,21,0,294,244,50,618,871,458,0,0,20,0,9
STATE,CAMPUS,2016-2017,57848014,INTERNATIONAL LEADERSHIP OF TEXAS,ELEMENTARY,57848,INTERNATIONAL LEADERSHIP OF TEXAS,10,57,DALLAS COUNTY,828,24,0,205,169,36,332,819,276,0,0,33,0,7
STATE,CAMPUS,2016-2017,57848015,INTERNATIONAL LEADERSHIP OF TEXAS,MIDDLE SCHOOL,57848,INTERNATIONAL LEADERSHIP OF TEXAS,10,57,DALLAS COUNTY,342,13,0,36,0,36,168,338,88,0,0,16,0,8
STATE,CAMPUS,2016-2017,57848016,INTERNATIONAL LEADERSHIP OF TEXAS,ELEMENTARY,57848,INTERNATIONAL LEADERSHIP OF TEXAS,10,57,DALLAS COUNTY,865,17,0,282,227,55,599,865,397,0,0,31,0,7
STATE,CAMPUS,2016-2017,57848017,INTERNATIONAL LEADERSHIP OF TEXAS,MIDDLE SCHOOL,57848,INTERNATIONAL LEADERSHIP OF TEXAS,10,57,DALLAS COUNTY,342,16,9,95,0,95,255,342,113,0,0,14,0,-9999999
STATE,CAMPUS,2016-2017,57848005,INTERNATIONAL LEADERSHIP OF TEXAS-,MIDDLE SCHOOL,57848,INTERNATIONAL LEADERSHIP OF TEXAS,10,57,DALLAS COUNTY,419,19,147,96,0,96,261,419,228,0,0,28,-9999999,-9999999
STATE,CAMPUS,2016-2017,15910009,INTERNATIONAL SCHOOL OF AMERICA,HIGH SCHOOL,15910,NORTH EAST ISD,20,15,BEXAR COUNTY,489,75,276,-9999999,0,-9999999,114,-9999999,103,22,0,13,-9999999,8
STATE,CAMPUS,2016-2017,93903101,IOLA EL,ELEMENTARY,93903,IOLA ISD,6,93,GRIMES COUNTY,262,-9999999,0,-9999999,0,-9999999,101,262,109,-9999999,0,19,-9999999,-9999999
STATE,CAMPUS,2016-2017,93903001,IOLA H S,HIGH SCHOOL,93903,IOLA ISD,6,93,GRIMES COUNTY,202,14,176,0,0,0,71,202,74,0,0,18,-9999999,5
STATE,CAMPUS,2016-2017,243903001,IOWA PARK H S,HIGH SCHOOL,243903,IOWA PARK CISD,9,243,WICHITA COUNTY,537,48,475,-9999999,0,-9999999,186,0,236,11,0,59,-9999999,23
STATE,CAMPUS,2016-2017,14906130,IRA CROSS JR EL,ELEMENTARY,14906,KILLEEN ISD,12,14,BELL COUNTY,737,20,0,60,0,45,621,737,318,153,-9999999,58,23,12
STATE,CAMPUS,2016-2017,208903001,IRA SCHOOL,ELEMENTARY / SECONDARY,208903,IRA ISD,14,208,SCURRY COUNTY,268,8,114,7,0,7,73,0,96,-9999999,0,20,8,15
STATE,CAMPUS,2016-2017,186903101,IRAAN EL,ELEMENTARY,186903,IRAAN-SHEFFIELD ISD,18,186,PECOS COUNTY,262,-9999999,0,30,0,30,130,262,126,-9999999,0,24,-9999999,-9999999
STATE,CAMPUS,2016-2017,186903001,IRAAN H S,HIGH SCHOOL,186903,IRAAN-SHEFFIELD ISD,18,186,PECOS COUNTY,121,14,120,9,0,9,53,121,70,0,0,9,-9999999,0
STATE,CAMPUS,2016-2017,186903041,IRAAN J H,MIDDLE SCHOOL,186903,IRAAN-SHEFFIELD ISD,18,186,PECOS COUNTY,66,-9999999,0,8,0,8,37,66,34,-9999999,0,-9999999,-9999999,0
STATE,CAMPUS,2016-2017,18906001,IREDELL SCHOOL,ELEMENTARY / SECONDARY,18906,IREDELL ISD,12,18,BOSQUE COUNTY,140,0,74,-9999999,0,-9999999,83,140,64,0,-9999999,19,25,5
STATE,CAMPUS,2016-2017,68901114,IRELAND EL,ELEMENTARY,68901,ECTOR COUNTY ISD,18,68,ECTOR COUNTY,464,66,0,9,0,8,229,15,130,-9999999,-9999999,44,14,17
STATE,CAMPUS,2016-2017,233901108,IRENE C CARDWELL EL,ELEMENTARY,233901,SAN FELIPE-DEL RIO CISD,15,233,VAL VERDE COUNTY,486,0,0,119,99,20,457,486,126,19,-9999999,66,9,0
STATE,CAMPUS,2016-2017,126902111,IRENE CLINKSCALE EL,ELEMENTARY,126902,BURLESON ISD,11,126,JOHNSON COUNTY,608,18,0,13,0,11,204,0,205,22,9,62,-9999999,7
STATE,CAMPUS,2016-2017,108912046,IRENE M GARCIA MIDDLE,MIDDLE SCHOOL,108912,LA JOYA ISD,1,108,HIDALGO COUNTY,836,121,105,352,0,341,765,836,557,0,0,62,-9999999,16
STATE,CAMPUS,2016-2017,118902101,IRION EL,ELEMENTARY,118902,IRION COUNTY ISD,15,118,IRION COUNTY,121,7,0,0,0,0,39,121,20,0,0,5,5,-9999999
STATE,CAMPUS,2016-2017,118902001,IRION H S,HIGH SCHOOL,118902,IRION COUNTY ISD,15,118,IRION COUNTY,139,11,110,0,0,0,43,139,60,-9999999,0,13,9,-9999999
STATE,CAMPUS,2016-2017,79901121,IRMA DRU HUTCHISON EL,ELEMENTARY,79901,LAMAR CISD,4,79,FORT BEND COUNTY,682,46,0,136,0,132,223,0,270,-9999999,0,50,-9999999,0
STATE,CAMPUS,2016-2017,57905035,IRMA LERMA RANGEL YOUNG WOMEN'S LE,HIGH SCHOOL,57905,DALLAS ISD,10,57,DALLAS COUNTY,271,192,63,-9999999,0,-9999999,228,271,14,0,0,0,-9999999,-9999999
STATE,CAMPUS,2016-2017,57905356,IRMA RANGEL YOUNG WOMENS LEADERSHI,MIDDLE SCHOOL,57905,DALLAS ISD,10,57,DALLAS COUNTY,269,210,0,46,0,46,212,269,62,0,0,0,-9999999,-9999999
STATE,CAMPUS,2016-2017,170902054,IRONS J H,JUNIOR HIGH SCHOOL,170902,CONROE ISD,6,170,MONTGOMERY COUNTY,1120,87,222,75,0,71,352,-9999999,382,7,5,90,-9999999,50
STATE,CAMPUS,2016-2017,152901066,IRONS MIDDLE,MIDDLE SCHOOL,152901,LUBBOCK ISD,17,152,LUBBOCK COUNTY,648,28,278,7,0,7,257,-9999999,223,-9999999,0,62,-9999999,31
STATE,CAMPUS,2016-2017,70908103,IRVIN EL,ELEMENTARY,70908,MIDLOTHIAN ISD,10,70,ELLIS COUNTY,342,27,0,7,0,6,123,342,107,9,-9999999,30,7,21
STATE,CAMPUS,2016-2017,71902008,IRVIN H S,HIGH SCHOOL,71902,EL PASO ISD,19,71,EL PASO COUNTY,1358,108,1117,200,0,168,1217,1358,1009,28,-9999999,176,21,17
STATE,CAMPUS,2016-2017,126903104,IRVING EL,ELEMENTARY,126903,CLEBURNE ISD,11,126,JOHNSON COUNTY,488,17,0,186,132,53,412,488,336,-9999999,-9999999,63,24,10
STATE,CAMPUS,2016-2017,57912002,IRVING H S,HIGH SCHOOL,57912,IRVING ISD,10,57,DALLAS COUNTY,2498,285,2028,654,-9999999,649,1882,43,1857,0,-9999999,207,43,34
STATE,CAMPUS,2016-2017,15907049,IRVING MIDDLE,MIDDLE SCHOOL,15907,SAN ANTONIO ISD,20,15,BEXAR COUNTY,747,28,211,221,0,184,713,747,647,-9999999,0,96,27,54
STATE,CAMPUS,2016-2017,43910165,ISAACS EARLY CHILDHOOD SCHOOL,ELEMENTARY,43910,PLANO ISD,10,43,COLLIN COUNTY,404,0,0,195,87,108,67,0,195,0,-9999999,177,0,0
STATE,CAMPUS,2016-2017,101912180,ISAACS EL,ELEMENTARY,101912,HOUSTON ISD,4,101,HARRIS COUNTY,319,29,0,124,120,-9999999,300,317,250,0,0,23,-9999999,-9999999
STATE,CAMPUS,2016-2017,43905116,ISBELL EL,ELEMENTARY,43905,FRISCO ISD,10,43,COLLIN COUNTY,588,83,0,15,0,15,19,-9999999,88,-9999999,0,56,-9999999,26
STATE,CAMPUS,2016-2017,161909041,ISBILL J H,MIDDLE SCHOOL,161909,MCGREGOR ISD,12,161,MCLENNAN COUNTY,308,35,0,26,0,24,221,0,126,0,0,23,0,29
STATE,CAMPUS,2016-2017,221801027,ISCHOOL H S,ELEMENTARY / SECONDARY,221801,TEXAS COLLEGE PREPARATORY ACADEMIE,14,221,TAYLOR COUNTY,288,0,256,13,0,13,37,0,39,-9999999,0,28,0,12
STATE,CAMPUS,2016-2017,221801056,ISCHOOL HIGH AT THE WOODLANDS,HIGH SCHOOL,221801,TEXAS COLLEGE PREPARATORY ACADEMIE,14,221,TAYLOR COUNTY,297,0,45,-9999999,0,-9999999,47,0,19,6,0,-9999999,0,0
STATE,CAMPUS,2016-2017,221801051,ISCHOOL HIGH AT UNIVERSITY PARK,ELEMENTARY / SECONDARY,221801,TEXAS COLLEGE PREPARATORY ACADEMIE,14,221,TAYLOR COUNTY,299,0,41,-9999999,0,-9999999,41,0,46,5,0,0,0,-9999999
STATE,CAMPUS,2016-2017,221801041,ISCHOOL HIGH OF HICKORY CREEK,HIGH SCHOOL,221801,TEXAS COLLEGE PREPARATORY ACADEMIE,14,221,TAYLOR COUNTY,71,0,37,-9999999,0,-9999999,5,0,15,-9999999,0,-9999999,0,-9999999
STATE,CAMPUS,2016-2017,70907001,ITALY H S,ELEMENTARY / SECONDARY,70907,ITALY ISD,10,70,ELLIS COUNTY,281,13,167,9,0,9,150,0,128,0,0,33,-9999999,11
STATE,CAMPUS,2016-2017,109907101,ITASCA EL,ELEMENTARY,109907,ITASCA ISD,12,109,HILL COUNTY,337,10,0,51,0,51,241,337,156,0,6,30,33,6
STATE,CAMPUS,2016-2017,109907001,ITASCA H S,HIGH SCHOOL,109907,ITASCA ISD,12,109,HILL COUNTY,200,19,183,6,0,6,116,200,84,-9999999,-9999999,23,17,14
STATE,CAMPUS,2016-2017,109907041,ITASCA MIDDLE,MIDDLE SCHOOL,109907,ITASCA ISD,12,109,HILL COUNTY,144,13,0,23,0,23,102,144,75,0,5,15,-9999999,7
STATE,CAMPUS,2016-2017,220906007,IUNIVERSITY PREP,ELEMENTARY / SECONDARY,220906,GRAPEVINE-COLLEYVILLE ISD,11,220,TARRANT COUNTY,484,14,97,0,0,0,13,0,22,0,0,7,0,13
STATE,CAMPUS,2016-2017,220912109,J A HARGRAVE EL,ELEMENTARY,220912,CROWLEY ISD,11,220,TARRANT COUNTY,586,30,0,82,31,42,394,586,266,9,-9999999,57,-9999999,5
STATE,CAMPUS,2016-2017,70908107,J A VITOVSKY EL,ELEMENTARY,70908,MIDLOTHIAN ISD,10,70,ELLIS COUNTY,580,24,0,173,130,43,305,580,318,6,-9999999,69,-9999999,26
STATE,CAMPUS,2016-2017,25901101,J B STEPHENS EL,ELEMENTARY,25901,BANGS ISD,15,25,BROWN COUNTY,335,7,0,6,0,6,181,334,92,10,0,37,0,16
STATE,CAMPUS,2016-2017,43907122,J B WILMETH EL,ELEMENTARY,43907,MCKINNEY ISD,10,43,COLLIN COUNTY,645,48,0,22,0,20,27,0,67,14,0,64,-9999999,20
STATE,CAMPUS,2016-2017,240901120,J C MARTIN JR EL,ELEMENTARY,240901,LAREDO ISD,1,240,WEBB COUNTY,609,12,0,496,495,0,600,609,500,-9999999,0,47,-9999999,-9999999
STATE,CAMPUS,2016-2017,61911118,J C THOMPSON EL,ELEMENTARY,61911,NORTHWEST ISD,11,61,DENTON COUNTY,582,54,0,19,0,19,119,0,292,20,-9999999,60,0,21
STATE,CAMPUS,2016-2017,161914110,J H HINES EL,ELEMENTARY,161914,WACO ISD,12,161,MCLENNAN COUNTY,519,11,0,26,0,24,505,519,402,0,-9999999,36,34,7
STATE,CAMPUS,2016-2017,102902116,J H MOORE EL,ELEMENTARY,102902,MARSHALL ISD,7,102,HARRISON COUNTY,240,12,0,27,0,27,215,240,134,6,-9999999,9,-9999999,0
STATE,CAMPUS,2016-2017,57907041,J HERMAN REED MIDDLE,JUNIOR HIGH SCHOOL,57907,DUNCANVILLE ISD,10,57,DALLAS COUNTY,615,30,358,102,0,97,484,615,285,8,-9999999,65,-9999999,-9999999
STATE,CAMPUS,2016-2017,43907197,J J A E P,ELEMENTARY / SECONDARY,43907,MCKINNEY ISD,10,43,COLLIN COUNTY,-9999999,0,0,0,0,0,-9999999,0,-9999999,0,0,-9999999,0,0
STATE,CAMPUS,2016-2017,108904039,J J A E P,ELEMENTARY / SECONDARY,108904,EDINBURG CISD,1,108,HIDALGO COUNTY,-9999999,0,0,-9999999,0,-9999999,-9999999,0,-9999999,0,0,0,0,0
STATE,CAMPUS,2016-2017,126903004,J J A E P,ELEMENTARY / SECONDARY,126903,CLEBURNE ISD,11,126,JOHNSON COUNTY,-9999999,0,0,0,0,0,0,0,-9999999,0,0,0,0,0
STATE,CAMPUS,2016-2017,79901106,J J WESSENDORFF MIDDLE,MIDDLE SCHOOL,79901,LAMAR CISD,4,79,FORT BEND COUNTY,398,24,0,67,0,65,276,398,174,0,0,41,12,8
STATE,CAMPUS,2016-2017,34907101,J K HILEMAN EL,ELEMENTARY,34907,QUEEN CITY ISD,8,34,CASS COUNTY,398,14,0,0,0,0,247,398,201,-9999999,8,43,23,17
STATE,CAMPUS,2016-2017,240901122,J KAWAS EL,ELEMENTARY,240901,LAREDO ISD,1,240,WEBB COUNTY,591,18,0,397,397,0,569,591,410,0,-9999999,33,0,6
STATE,CAMPUS,2016-2017,220908105,J L BOREN EL,ELEMENTARY,220908,MANSFIELD ISD,11,220,TARRANT COUNTY,558,28,0,24,0,22,106,0,69,9,-9999999,43,0,8
STATE,CAMPUS,2016-2017,92903122,J L EVERHART MAGNET EL,ELEMENTARY,92903,LONGVIEW ISD,7,92,GREGG COUNTY,742,5,0,281,219,59,621,742,454,-9999999,-9999999,65,7,18
STATE,CAMPUS,2016-2017,57905053,J L LONG MIDDLE,MIDDLE SCHOOL,57905,DALLAS ISD,10,57,DALLAS COUNTY,1362,220,362,489,171,225,943,1362,810,-9999999,-9999999,157,19,68
STATE,CAMPUS,2016-2017,170906103,J L LYON EL,ELEMENTARY,170906,MAGNOLIA ISD,6,170,MONTGOMERY COUNTY,823,11,0,256,173,65,499,819,385,-9999999,-9999999,61,5,24
STATE,CAMPUS,2016-2017,50910107,J L WILLIAMS/LOVETT LEDGER EL,ELEMENTARY,50910,COPPERAS COVE ISD,12,50,CORYELL COUNTY,721,20,0,38,0,45,430,721,362,231,-9999999,59,17,37
STATE,CAMPUS,2016-2017,61911113,J LYNDAL HUGHES EL,ELEMENTARY,61911,NORTHWEST ISD,11,61,DENTON COUNTY,612,41,0,58,0,57,146,0,233,14,-9999999,72,0,24
STATE,CAMPUS,2016-2017,71905007,J M HANKS H S,HIGH SCHOOL,71905,YSLETA ISD,19,71,EL PASO COUNTY,1743,134,1666,128,55,113,1207,1743,974,43,0,207,9,50
STATE,CAMPUS,2016-2017,220905059,J MARTIN JACQUET MIDDLE,MIDDLE SCHOOL,220905,FORT WORTH ISD,11,220,TARRANT COUNTY,741,52,377,88,0,87,596,741,628,0,0,74,10,23
STATE,CAMPUS,2016-2017,57905142,J N ERVIN EL,ELEMENTARY,57905,DALLAS ISD,10,57,DALLAS COUNTY,649,33,0,78,75,0,627,649,222,0,0,44,6,14
STATE,CAMPUS,2016-2017,57905263,J P STARKS EL,ELEMENTARY,57905,DALLAS ISD,10,57,DALLAS COUNTY,348,75,0,61,52,-9999999,346,348,113,0,0,9,-9999999,-9999999
STATE,CAMPUS,2016-2017,15907110,J T BRACKENRIDGE EL,ELEMENTARY,15907,SAN ANTONIO ISD,20,15,BEXAR COUNTY,756,10,0,98,82,8,752,756,628,0,10,43,17,17
STATE,CAMPUS,2016-2017,220905187,J T STEVENS EL,ELEMENTARY,220905,FORT WORTH ISD,11,220,TARRANT COUNTY,466,36,0,42,0,42,327,466,293,-9999999,0,44,8,8
STATE,CAMPUS,2016-2017,108902109,J W CACERES EL,ELEMENTARY,108902,DONNA ISD,1,108,HIDALGO COUNTY,472,20,0,252,252,0,449,472,309,0,0,41,8,0
STATE,CAMPUS,2016-2017,212906042,J W HOLLOWAY SIXTH GRADE SCHOOL,MIDDLE SCHOOL,212906,WHITEHOUSE ISD,7,212,SMITH COUNTY,362,37,0,15,0,14,152,0,150,8,0,23,5,42
STATE,CAMPUS,2016-2017,129906102,J W LONG EL,ELEMENTARY,129906,TERRELL ISD,10,129,KAUFMAN COUNTY,701,51,0,158,0,155,575,701,394,0,0,67,0,23
STATE,CAMPUS,2016-2017,57905196,J W RAY LEARNING CENTER,ELEMENTARY,57905,DALLAS ISD,10,57,DALLAS COUNTY,243,49,0,8,0,6,229,243,76,0,0,18,-9999999,10
STATE,CAMPUS,2016-2017,199901042,J W WILLIAMS MIDDLE,JUNIOR HIGH SCHOOL,199901,ROCKWALL ISD,10,199,ROCKWALL COUNTY,819,75,296,13,0,13,127,-9999999,178,12,-9999999,64,-9999999,29
STATE,CAMPUS,2016-2017,101910106,JACINTO CITY EL,ELEMENTARY,101910,GALENA PARK ISD,4,101,HARRIS COUNTY,791,51,0,355,283,58,679,791,495,0,6,73,24,-9999999
STATE,CAMPUS,2016-2017,101914125,JACK & SHARON RHOADS EL,ELEMENTARY,101914,KATY ISD,4,101,HARRIS COUNTY,1071,25,0,515,266,229,723,1071,739,-9999999,-9999999,125,9,23
STATE,CAMPUS,2016-2017,220902104,JACK C BINION EL,ELEMENTARY,220902,BIRDVILLE ISD,11,220,TARRANT COUNTY,787,54,0,319,280,40,604,786,382,5,-9999999,33,12,21
STATE,CAMPUS,2016-2017,105906001,JACK C HAYS H S,HIGH SCHOOL,105906,HAYS CISD,13,105,HAYS COUNTY,2736,302,1921,157,0,147,884,21,1254,43,-9999999,249,21,203
STATE,CAMPUS,2016-2017,220919101,JACK D JOHNSON EL,ELEMENTARY,220919,CARROLL ISD,11,220,TARRANT COUNTY,619,62,0,25,0,25,13,0,85,5,0,37,0,10
STATE,CAMPUS,2016-2017,57912006,JACK E SINGLEY ACADEMY,HIGH SCHOOL,57912,IRVING ISD,10,57,DALLAS COUNTY,1828,318,1806,285,0,279,1324,10,1072,0,0,89,10,37
STATE,CAMPUS,2016-2017,57905176,JACK LOWE SR EL,ELEMENTARY,57905,DALLAS ISD,10,57,DALLAS COUNTY,674,42,0,571,461,91,562,674,588,0,0,26,-9999999,6
STATE,CAMPUS,2016-2017,70903105,JACK LUMMUS INT,ELEMENTARY,70903,ENNIS ISD,10,70,ELLIS COUNTY,699,62,0,74,18,56,501,699,266,0,0,77,18,58
STATE,CAMPUS,2016-2017,101913117,JACK M FIELDS SR EL,ELEMENTARY,101913,HUMBLE ISD,4,101,HARRIS COUNTY,559,5,0,172,128,43,446,559,430,12,0,60,17,0
STATE,CAMPUS,2016-2017,126902105,JACK TAYLOR EL,ELEMENTARY,126902,BURLESON ISD,11,126,JOHNSON COUNTY,538,18,0,248,228,20,390,538,340,8,-9999999,40,-9999999,5
STATE,CAMPUS,2016-2017,220912105,JACKIE CARDEN EL,ELEMENTARY,220912,CROWLEY ISD,11,220,TARRANT COUNTY,532,27,0,94,52,45,359,531,253,-9999999,-9999999,71,0,11
STATE,CAMPUS,2016-2017,57912123,JACKIE MAE TOWNSELL EL,ELEMENTARY,57912,IRVING ISD,10,57,DALLAS COUNTY,809,86,0,357,239,122,644,809,571,0,0,41,21,18
STATE,CAMPUS,2016-2017,119902101,JACKSBORO EL,ELEMENTARY,119902,JACKSBORO ISD,9,119,JACK COUNTY,509,14,0,94,0,94,336,509,257,-9999999,8,47,8,16
STATE,CAMPUS,2016-2017,119902001,JACKSBORO H S,HIGH SCHOOL,119902,JACKSBORO ISD,9,119,JACK COUNTY,284,9,269,21,0,21,140,0,132,5,-9999999,20,5,15
STATE,CAMPUS,2016-2017,119902041,JACKSBORO MIDDLE,MIDDLE SCHOOL,119902,JACKSBORO ISD,9,119,JACK COUNTY,214,8,74,33,0,32,143,214,125,-9999999,-9999999,29,-9999999,19
STATE,CAMPUS,2016-2017,43910101,JACKSON EL,ELEMENTARY,43910,PLANO ISD,10,43,COLLIN COUNTY,578,58,0,261,153,107,374,578,359,0,0,73,-9999999,7
STATE,CAMPUS,2016-2017,79901118,JACKSON EL,ELEMENTARY,79901,LAMAR CISD,4,79,FORT BEND COUNTY,391,8,0,180,154,26,364,391,312,0,0,43,50,-9999999
STATE,CAMPUS,2016-2017,108906107,JACKSON EL,ELEMENTARY,108906,MCALLEN ISD,1,108,HIDALGO COUNTY,760,21,0,399,388,16,677,760,499,-9999999,-9999999,60,-9999999,11
STATE,CAMPUS,2016-2017,152901168,JACKSON EL,ELEMENTARY,152901,LUBBOCK ISD,17,152,LUBBOCK COUNTY,245,6,0,6,0,5,229,245,145,0,0,34,15,5
STATE,CAMPUS,2016-2017,212909102,JACKSON EL,ELEMENTARY,212909,CHAPEL HILL ISD,7,212,SMITH COUNTY,472,19,0,232,213,27,424,472,371,-9999999,9,36,19,25
STATE,CAMPUS,2016-2017,221901112,JACKSON EL,ELEMENTARY,221901,ABILENE ISD,14,221,TAYLOR COUNTY,557,46,0,35,0,35,399,0,229,19,-9999999,42,28,5
STATE,CAMPUS,2016-2017,101917042,JACKSON INT,JUNIOR HIGH SCHOOL,101917,PASADENA ISD,4,101,HARRIS COUNTY,712,43,0,217,0,203,650,712,496,0,-9999999,79,16,34
STATE,CAMPUS,2016-2017,15910045,JACKSON MIDDLE,MIDDLE SCHOOL,15910,NORTH EAST ISD,20,15,BEXAR COUNTY,818,41,55,98,0,94,573,818,503,24,-9999999,116,14,20
STATE,CAMPUS,2016-2017,57909045,JACKSON TECHNOLOGY CENTER,MIDDLE SCHOOL,57909,GARLAND ISD,10,57,DALLAS COUNTY,1285,175,374,276,0,258,806,1285,427,16,0,69,-9999999,8
