SCOPE,AGG_LEVEL,YEAR,CAMPUS NUMBER,CAMPUS NAME,DISTRICT NUMBER,DISTRICT NAME,REGION,COUNTY NUMBER,COUNTY NAME,TOTAL ENROLLMENT,TOTAL G & T STUDENTS,TOTAL CTE STUDENTS,TOTAL LEP STUDENTS,TOTAL BILINGUAL STUDENTS,TOTAL ESL STUDENTS,TOTAL ECONOMICALLY DISADVANTAGED STUDENTS,TOTAL TITLE I STUDENTS,TOTAL AT RISK STUDENTS,TOTAL MILITARY CONNECTED STUDENTS,TOTAL FOSTER CARE STUDENTS,TOTAL STUDENTS RECEIVING SPECIAL EDUCATION SERVICES,TOTAL DYSLEXIC STUDENTS
STATE,CAMPUS,2014-2015,109905041,HUBBARD MIDDLE,109905,HUBBARD ISD,12,109,HILL COUNTY,75,11,0,0,0,0,44,75,31,-9999999,0,8,-9999999
STATE,CAMPUS,2014-2015,212905044,HUBBARD MIDDLE,212905,TYLER ISD,7,212,SMITH COUNTY,787,125,306,22,0,18,336,787,342,0,0,58,73
STATE,CAMPUS,2014-2015,72908001,HUCKABAY SCHOOL,72908,HUCKABAY ISD,11,72,ERATH COUNTY,189,7,66,6,0,6,73,189,65,-9999999,0,8,-9999999
STATE,CAMPUS,2014-2015,43911102,HUDDLESTON INTERMEDIATE,43911,PRINCETON ISD,10,43,COLLIN COUNTY,275,17,0,41,0,40,168,0,83,0,0,32,0
STATE,CAMPUS,2014-2015,227913042,HUDSON BEND MIDDLE,227913,LAKE TRAVIS ISD,13,227,TRAVIS COUNTY,1029,210,117,75,0,75,189,158,230,-9999999,-9999999,86,51
STATE,CAMPUS,2014-2015,31901134,HUDSON EL,31901,BROWNSVILLE ISD,1,31,CAMERON COUNTY,836,92,0,368,342,0,739,836,566,-9999999,12,76,33
STATE,CAMPUS,2014-2015,92903117,HUDSON EL,92903,LONGVIEW ISD,7,92,GREGG COUNTY,588,129,0,12,-9999999,-9999999,133,0,32,-9999999,0,5,-9999999
STATE,CAMPUS,2014-2015,3902001,HUDSON H S,3902,HUDSON ISD,7,3,ANGELINA COUNTY,779,53,687,13,0,12,346,779,218,-9999999,0,60,18
STATE,CAMPUS,2014-2015,3902041,HUDSON MIDDLE,3902,HUDSON ISD,7,3,ANGELINA COUNTY,649,72,0,19,0,19,324,649,214,-9999999,0,49,23
STATE,CAMPUS,2014-2015,15910135,HUEBNER EL,15910,NORTH EAST ISD,20,15,BEXAR COUNTY,712,43,0,27,0,23,121,-9999999,100,54,0,57,6
STATE,CAMPUS,2014-2015,71909107,HUECO EL,71909,SOCORRO ISD,19,71,EL PASO COUNTY,596,12,0,282,269,0,548,596,348,6,0,40,-9999999
STATE,CAMPUS,2014-2015,61902052,HUFFINES MIDDLE SCHOOL,61902,LEWISVILLE ISD,11,61,DENTON COUNTY,842,99,184,108,0,91,418,842,350,0,0,138,37
STATE,CAMPUS,2014-2015,43910120,HUFFMAN EL,43910,PLANO ISD,10,43,COLLIN COUNTY,514,27,0,65,0,65,320,514,235,0,0,52,11
STATE,CAMPUS,2014-2015,101925103,HUFFMAN INT SCHL,101925,HUFFMAN ISD,4,101,HARRIS COUNTY,502,46,0,37,0,35,173,502,193,-9999999,0,38,10
STATE,CAMPUS,2014-2015,101925041,HUFFMAN MIDDLE,101925,HUFFMAN ISD,4,101,HARRIS COUNTY,809,84,0,32,0,31,247,0,352,8,-9999999,52,21
STATE,CAMPUS,2014-2015,79901110,HUGGINS EL,79901,LAMAR CISD,4,79,FORT BEND COUNTY,637,48,0,46,0,46,135,0,225,0,-9999999,51,10
STATE,CAMPUS,2014-2015,126902041,HUGHES MIDDLE,126902,BURLESON ISD,11,126,JOHNSON COUNTY,1200,156,84,32,6,26,463,1200,460,10,-9999999,109,59
STATE,CAMPUS,2014-2015,84901106,HUGHES ROAD EL,84901,DICKINSON ISD,4,84,GALVESTON COUNTY,717,16,0,44,0,33,488,717,358,22,-9999999,69,-9999999
STATE,CAMPUS,2014-2015,34903101,HUGHES SPRINGS EL,34903,HUGHES SPRINGS ISD,8,34,CASS COUNTY,638,11,0,35,0,32,436,638,325,0,0,55,0
STATE,CAMPUS,2014-2015,34903001,HUGHES SPRINGS H S,34903,HUGHES SPRINGS ISD,8,34,CASS COUNTY,342,22,336,-9999999,0,-9999999,179,342,97,0,0,19,0
STATE,CAMPUS,2014-2015,34903041,HUGHES SPRINGS J H,34903,HUGHES SPRINGS ISD,8,34,CASS COUNTY,251,21,35,-9999999,0,-9999999,146,251,97,0,-9999999,19,0
STATE,CAMPUS,2014-2015,71902123,HUGHEY EL,71902,EL PASO ISD,19,71,EL PASO COUNTY,683,22,0,172,155,6,503,683,391,121,0,53,22
STATE,CAMPUS,2014-2015,43910114,HUGHSTON EL,43910,PLANO ISD,10,43,COLLIN COUNTY,381,41,0,21,0,19,59,0,70,0,0,47,-9999999
STATE,CAMPUS,2014-2015,57903117,HUIE SPECIAL EDUC CTR,57903,CARROLLTON-FARMERS BRANCH ISD,10,57,DALLAS COUNTY,45,0,0,0,0,0,-9999999,0,0,0,0,40,0
STATE,CAMPUS,2014-2015,15915105,HULL EL,15915,NORTHSIDE ISD,20,15,BEXAR COUNTY,662,42,0,149,146,0,582,654,389,-9999999,0,76,14
STATE,CAMPUS,2014-2015,146905101,HULL-DAISETTA EL,146905,HULL-DAISETTA ISD,5,146,LIBERTY COUNTY,254,15,0,-9999999,0,-9999999,204,254,180,0,0,15,8
STATE,CAMPUS,2014-2015,146905001,HULL-DAISETTA H S,146905,HULL-DAISETTA ISD,5,146,LIBERTY COUNTY,163,5,147,-9999999,0,-9999999,103,163,94,0,0,16,11
STATE,CAMPUS,2014-2015,146905041,HULL-DAISETTA J H,146905,HULL-DAISETTA ISD,5,146,LIBERTY COUNTY,72,-9999999,0,-9999999,0,-9999999,45,72,38,0,0,7,12
STATE,CAMPUS,2014-2015,101913015,HUMBLE COMMUNITY LEARNING CENTER,101913,HUMBLE ISD,4,101,HARRIS COUNTY,44,0,26,-9999999,0,-9999999,24,0,44,0,-9999999,7,0
STATE,CAMPUS,2014-2015,101913101,HUMBLE EL,101913,HUMBLE ISD,4,101,HARRIS COUNTY,571,13,0,202,263,21,415,571,353,9,-9999999,53,-9999999
STATE,CAMPUS,2014-2015,101913001,HUMBLE H S,101913,HUMBLE ISD,4,101,HARRIS COUNTY,1615,43,1220,103,0,98,960,47,969,20,8,162,20
STATE,CAMPUS,2014-2015,101913041,HUMBLE MIDDLE,101913,HUMBLE ISD,4,101,HARRIS COUNTY,1113,34,236,204,0,201,827,1113,641,26,7,101,12
STATE,CAMPUS,2014-2015,188901111,HUMPHREY'S HIGHLAND EL,188901,AMARILLO ISD,16,188,POTTER COUNTY,596,10,0,289,272,40,543,596,388,0,-9999999,52,13
STATE,CAMPUS,2014-2015,116905003,HUNT COUNTY JUVENILE DETENTION CTR,116905,GREENVILLE ISD,10,116,HUNT COUNTY,24,0,0,0,0,0,-9999999,0,-9999999,0,0,-9999999,0
STATE,CAMPUS,2014-2015,62901102,HUNT EL,62901,CUERO ISD,3,62,DEWITT COUNTY,464,13,0,24,0,24,233,464,279,7,-9999999,40,9
STATE,CAMPUS,2014-2015,43905051,HUNT MIDDLE,43905,FRISCO ISD,10,43,COLLIN COUNTY,785,125,48,51,0,47,136,-9999999,190,-9999999,0,66,24
STATE,CAMPUS,2014-2015,133902101,HUNT SCHOOL,133902,HUNT ISD,20,133,KERR COUNTY,173,9,0,24,0,24,63,173,52,0,0,10,0
STATE,CAMPUS,2014-2015,101920107,HUNTERS CREEK EL,101920,SPRING BRANCH ISD,4,101,HARRIS COUNTY,669,50,0,93,0,82,91,-9999999,185,-9999999,0,44,13
STATE,CAMPUS,2014-2015,79907122,HUNTERS GLEN EL,79907,FORT BEND ISD,4,79,FORT BEND COUNTY,437,-9999999,0,-9999999,0,0,342,437,234,5,9,34,-9999999
STATE,CAMPUS,2014-2015,3904101,HUNTINGTON EL,3904,HUNTINGTON ISD,7,3,ANGELINA COUNTY,553,12,0,11,0,11,334,553,154,-9999999,12,53,16
STATE,CAMPUS,2014-2015,3904001,HUNTINGTON H S,3904,HUNTINGTON ISD,7,3,ANGELINA COUNTY,555,45,443,-9999999,0,-9999999,225,555,287,-9999999,-9999999,58,34
STATE,CAMPUS,2014-2015,3904102,HUNTINGTON INT,3904,HUNTINGTON ISD,7,3,ANGELINA COUNTY,231,10,0,-9999999,0,-9999999,119,231,135,-9999999,-9999999,19,23
STATE,CAMPUS,2014-2015,3904041,HUNTINGTON MIDDLE,3904,HUNTINGTON ISD,7,3,ANGELINA COUNTY,373,24,75,-9999999,0,-9999999,190,373,189,0,0,30,29
STATE,CAMPUS,2014-2015,236902106,HUNTSVILLE EL,236902,HUNTSVILLE ISD,6,236,WALKER COUNTY,462,10,0,39,0,37,309,461,193,5,-9999999,38,12
STATE,CAMPUS,2014-2015,236902002,HUNTSVILLE H S,236902,HUNTSVILLE ISD,6,236,WALKER COUNTY,1748,106,1180,83,0,78,785,0,925,19,-9999999,196,65
STATE,CAMPUS,2014-2015,236902041,HUNTSVILLE INT,236902,HUNTSVILLE ISD,6,236,WALKER COUNTY,853,53,0,100,0,94,510,0,465,6,0,106,54
STATE,CAMPUS,2014-2015,15907139,HUPPERTZ EL,15907,SAN ANTONIO ISD,20,15,BEXAR COUNTY,376,8,0,9,0,0,347,376,223,-9999999,10,47,7
STATE,CAMPUS,2014-2015,108908115,HURLA M MIDKIFF EL,108908,MISSION CISD,1,108,HIDALGO COUNTY,672,67,0,183,168,6,485,672,392,-9999999,0,33,8
STATE,CAMPUS,2014-2015,71909125,HURSHEL ANTWINE SCHOOL,71909,SOCORRO ISD,19,71,EL PASO COUNTY,1147,24,0,316,275,-9999999,769,1147,648,192,-9999999,105,6
STATE,CAMPUS,2014-2015,220916115,HURST HILLS EL,220916,HURST-EULESS-BEDFORD ISD,11,220,TARRANT COUNTY,521,20,0,50,0,50,215,7,169,0,0,50,22
STATE,CAMPUS,2014-2015,220916043,HURST J H,220916,HURST-EULESS-BEDFORD ISD,11,220,TARRANT COUNTY,1052,66,344,99,0,90,618,14,460,0,0,83,56
STATE,CAMPUS,2014-2015,72802001,HUSTON ACADEMY,72802,ERATH EXCELS ACADEMY INC,11,72,ERATH COUNTY,103,0,77,0,0,0,55,103,85,0,0,10,0
STATE,CAMPUS,2014-2015,220901046,HUTCHESON J H,220901,ARLINGTON ISD,11,220,TARRANT COUNTY,908,73,454,223,0,218,829,908,652,0,0,89,10
STATE,CAMPUS,2014-2015,15908104,HUTCHINS EL,15908,SOUTH SAN ANTONIO ISD,20,15,BEXAR COUNTY,598,28,0,164,159,-9999999,528,598,448,-9999999,-9999999,38,-9999999
STATE,CAMPUS,2014-2015,241903102,HUTCHINS EL,241903,EL CAMPO ISD,3,241,WHARTON COUNTY,563,34,0,75,19,56,418,563,229,0,0,50,0
STATE,CAMPUS,2014-2015,168901101,HUTCHINSON ELEMENTARY,168901,COLORADO ISD,14,168,MITCHELL COUNTY,206,15,0,6,0,6,104,206,112,-9999999,0,19,27
STATE,CAMPUS,2014-2015,152901065,HUTCHINSON MIDDLE,152901,LUBBOCK ISD,17,152,LUBBOCK COUNTY,765,129,193,-9999999,0,-9999999,308,765,126,7,-9999999,60,8
STATE,CAMPUS,2014-2015,246906101,HUTTO EL,246906,HUTTO ISD,13,246,WILLIAMSON COUNTY,644,37,0,14,0,9,247,642,208,17,7,67,13
STATE,CAMPUS,2014-2015,246906001,HUTTO H S,246906,HUTTO ISD,13,246,WILLIAMSON COUNTY,1666,95,1132,96,0,70,673,0,828,31,-9999999,128,113
STATE,CAMPUS,2014-2015,246906041,HUTTO MIDDLE,246906,HUTTO ISD,13,246,WILLIAMSON COUNTY,708,54,105,73,0,64,343,708,257,18,0,53,55
STATE,CAMPUS,2014-2015,91903104,HYDE PARK EL,91903,DENISON ISD,10,91,GRAYSON COUNTY,396,9,0,14,0,14,257,395,98,-9999999,-9999999,50,-9999999
STATE,CAMPUS,2014-2015,57911103,HYER EL,57911,HIGHLAND PARK ISD,10,57,DALLAS COUNTY,736,46,0,-9999999,0,0,0,0,74,0,0,47,-9999999
STATE,CAMPUS,2014-2015,243901104,I C EVANS EL,243901,BURKBURNETT ISD,9,243,WICHITA COUNTY,640,30,0,9,0,9,318,640,258,99,10,59,13
STATE,CAMPUS,2014-2015,220905217,I M TERRELL EL,220905,FORT WORTH ISD,11,220,TARRANT COUNTY,265,6,0,9,0,9,256,265,173,0,0,12,-9999999
STATE,CAMPUS,2014-2015,237904102,I T HOLLEMAN EL,237904,WALLER ISD,4,237,WALLER COUNTY,781,18,0,314,202,95,512,781,465,-9999999,0,35,13
STATE,CAMPUS,2014-2015,84910120,I W AND ELEANOR HYDE EL,84910,CLEAR CREEK ISD,4,84,GALVESTON COUNTY,609,50,0,23,0,22,126,17,171,12,0,56,17
STATE,CAMPUS,2014-2015,241901041,IAGO J H,241901,BOLING ISD,3,241,WHARTON COUNTY,273,12,0,5,0,-9999999,135,273,163,-9999999,-9999999,22,6
STATE,CAMPUS,2014-2015,152910101,IDALOU EL,152910,IDALOU ISD,17,152,LUBBOCK COUNTY,424,7,0,16,0,16,169,424,153,-9999999,-9999999,29,9
STATE,CAMPUS,2014-2015,152910001,IDALOU H S,152910,IDALOU ISD,17,152,LUBBOCK COUNTY,274,10,261,-9999999,0,-9999999,96,0,119,0,0,30,17
STATE,CAMPUS,2014-2015,152910041,IDALOU MIDDLE,152910,IDALOU ISD,17,152,LUBBOCK COUNTY,275,27,32,-9999999,0,-9999999,81,275,79,0,-9999999,24,24
STATE,CAMPUS,2014-2015,108807101,IDEA ACADEMY,108807,IDEA PUBLIC SCHOOLS,1,108,HIDALGO COUNTY,700,0,0,325,309,5,659,700,416,7,-9999999,24,0
STATE,CAMPUS,2014-2015,108807107,IDEA ACADEMY ALAMO,108807,IDEA PUBLIC SCHOOLS,1,108,HIDALGO COUNTY,609,0,0,412,408,0,568,609,439,-9999999,0,15,0
STATE,CAMPUS,2014-2015,108807104,IDEA ACADEMY MISSION,108807,IDEA PUBLIC SCHOOLS,1,108,HIDALGO COUNTY,722,0,0,392,360,17,646,722,444,5,-9999999,32,0
STATE,CAMPUS,2014-2015,108807108,IDEA ACADEMY PHARR,108807,IDEA PUBLIC SCHOOLS,1,108,HIDALGO COUNTY,699,0,0,575,574,0,647,699,601,6,0,14,0
STATE,CAMPUS,2014-2015,108807105,IDEA ACADEMY SAN BENITO,108807,IDEA PUBLIC SCHOOLS,1,108,HIDALGO COUNTY,688,0,0,135,128,0,543,688,231,16,0,22,-9999999
STATE,CAMPUS,2014-2015,108807106,IDEA ACADEMY SAN JUAN,108807,IDEA PUBLIC SCHOOLS,1,108,HIDALGO COUNTY,715,0,0,345,337,0,643,715,436,-9999999,-9999999,37,0
STATE,CAMPUS,2014-2015,108807110,IDEA ACADEMY WESLACO,108807,IDEA PUBLIC SCHOOLS,1,108,HIDALGO COUNTY,698,0,0,186,181,-9999999,596,698,343,7,-9999999,19,-9999999
STATE,CAMPUS,2014-2015,108807135,IDEA ALLAN ACADEMY,108807,IDEA PUBLIC SCHOOLS,1,108,HIDALGO COUNTY,582,0,0,380,378,-9999999,530,582,401,5,-9999999,28,0
STATE,CAMPUS,2014-2015,108807035,IDEA ALLAN COLLEGE PREPARATORY,108807,IDEA PUBLIC SCHOOLS,1,108,HIDALGO COUNTY,370,0,0,209,0,210,352,370,257,-9999999,0,41,9
STATE,CAMPUS,2014-2015,108807112,IDEA BROWNSVILLE ACADEMY,108807,IDEA PUBLIC SCHOOLS,1,108,HIDALGO COUNTY,592,0,0,210,203,-9999999,483,592,269,-9999999,0,30,0
STATE,CAMPUS,2014-2015,108807012,IDEA BROWNSVILLE COLLEGE PREPARATO,108807,IDEA PUBLIC SCHOOLS,1,108,HIDALGO COUNTY,358,0,0,68,0,64,298,358,132,-9999999,0,21,8
STATE,CAMPUS,2014-2015,108807120,IDEA CARVER ACADEMY,108807,IDEA PUBLIC SCHOOLS,1,108,HIDALGO COUNTY,471,0,0,44,43,0,384,471,166,10,5,29,-9999999
STATE,CAMPUS,2014-2015,108807020,IDEA CARVER COLLEGE PREPARATORY,108807,IDEA PUBLIC SCHOOLS,1,108,HIDALGO COUNTY,176,0,0,13,5,8,144,176,118,-9999999,-9999999,15,-9999999
STATE,CAMPUS,2014-2015,108807001,IDEA COLLEGE PREP,108807,IDEA PUBLIC SCHOOLS,1,108,HIDALGO COUNTY,795,0,0,93,29,57,702,795,323,-9999999,0,42,0
STATE,CAMPUS,2014-2015,108807010,IDEA COLLEGE PREP WESLACO,108807,IDEA PUBLIC SCHOOLS,1,108,HIDALGO COUNTY,483,0,0,97,-9999999,96,416,483,226,5,0,21,-9999999
STATE,CAMPUS,2014-2015,108807007,IDEA COLLEGE PREPARATORY ALAMO,108807,IDEA PUBLIC SCHOOLS,1,108,HIDALGO COUNTY,644,0,0,212,0,212,631,644,317,-9999999,0,25,-9999999
STATE,CAMPUS,2014-2015,108807004,IDEA COLLEGE PREPARATORY MISSION,108807,IDEA PUBLIC SCHOOLS,1,108,HIDALGO COUNTY,778,0,0,146,0,141,716,778,364,-9999999,0,40,6
STATE,CAMPUS,2014-2015,108807008,IDEA COLLEGE PREPARATORY PHARR,108807,IDEA PUBLIC SCHOOLS,1,108,HIDALGO COUNTY,583,0,0,278,0,277,569,583,341,5,-9999999,16,-9999999
STATE,CAMPUS,2014-2015,108807005,IDEA COLLEGE PREPARATORY SAN BENIT,108807,IDEA PUBLIC SCHOOLS,1,108,HIDALGO COUNTY,713,0,0,62,15,45,533,713,194,-9999999,-9999999,33,7
STATE,CAMPUS,2014-2015,108807006,IDEA COLLEGE PREPARATORY SAN JUAN,108807,IDEA PUBLIC SCHOOLS,1,108,HIDALGO COUNTY,750,0,0,179,0,177,681,750,363,-9999999,-9999999,38,-9999999
STATE,CAMPUS,2014-2015,108807109,IDEA EDINBURG ACADEMY,108807,IDEA PUBLIC SCHOOLS,1,108,HIDALGO COUNTY,716,0,0,254,240,-9999999,570,716,308,13,0,27,-9999999
STATE,CAMPUS,2014-2015,108807009,IDEA EDINBURG COLLEGE PREPARATORY,108807,IDEA PUBLIC SCHOOLS,1,108,HIDALGO COUNTY,477,0,0,71,0,70,400,477,172,10,0,18,-9999999
STATE,CAMPUS,2014-2015,108807103,IDEA FRONTIER ACADEMY,108807,IDEA PUBLIC SCHOOLS,1,108,HIDALGO COUNTY,703,0,0,424,418,0,626,703,573,7,0,24,-9999999
STATE,CAMPUS,2014-2015,108807003,IDEA FRONTIER COLLEGE PREPARATORY,108807,IDEA PUBLIC SCHOOLS,1,108,HIDALGO COUNTY,797,0,0,151,-9999999,142,701,797,319,8,-9999999,56,12
STATE,CAMPUS,2014-2015,108807111,IDEA MCALLEN ACADEMY,108807,IDEA PUBLIC SCHOOLS,1,108,HIDALGO COUNTY,591,0,0,267,259,-9999999,424,591,302,-9999999,-9999999,17,0
STATE,CAMPUS,2014-2015,108807011,IDEA MCALLEN COLLEGE PREPARATORY,108807,IDEA PUBLIC SCHOOLS,1,108,HIDALGO COUNTY,363,0,0,94,0,94,302,363,136,-9999999,0,8,-9999999
STATE,CAMPUS,2014-2015,108807122,IDEA MONTERREY PARK ACADEMY,108807,IDEA PUBLIC SCHOOLS,1,108,HIDALGO COUNTY,323,0,0,57,57,0,272,323,111,8,0,14,-9999999
STATE,CAMPUS,2014-2015,108807022,IDEA MONTERREY PARK COLLEGE PREPAR,108807,IDEA PUBLIC SCHOOLS,1,108,HIDALGO COUNTY,119,0,0,-9999999,0,-9999999,98,119,21,-9999999,0,11,-9999999
STATE,CAMPUS,2014-2015,108807102,IDEA QUEST ACADEMY,108807,IDEA PUBLIC SCHOOLS,1,108,HIDALGO COUNTY,692,0,0,284,267,11,593,692,326,-9999999,0,25,-9999999
STATE,CAMPUS,2014-2015,108807002,IDEA QUEST COLLEGE PREPARATORY,108807,IDEA PUBLIC SCHOOLS,1,108,HIDALGO COUNTY,719,0,0,99,0,96,600,719,235,7,0,42,11
STATE,CAMPUS,2014-2015,108807121,IDEA SOUTH FLORES ACADEMY,108807,IDEA PUBLIC SCHOOLS,1,108,HIDALGO COUNTY,486,0,0,54,50,0,363,486,146,16,6,33,-9999999
STATE,CAMPUS,2014-2015,108807021,IDEA SOUTH FLORES COLLEGE PREPARAT,108807,IDEA PUBLIC SCHOOLS,1,108,HIDALGO COUNTY,233,0,0,33,0,36,192,233,115,6,-9999999,31,14
STATE,CAMPUS,2014-2015,108807123,IDEA WALZEM ACADEMY,108807,IDEA PUBLIC SCHOOLS,1,108,HIDALGO COUNTY,300,0,0,31,27,0,203,300,71,20,-9999999,8,0
STATE,CAMPUS,2014-2015,108807023,IDEA WALZEM COLLEGE PREPARATORY,108807,IDEA PUBLIC SCHOOLS,1,108,HIDALGO COUNTY,111,0,0,8,0,8,77,111,35,-9999999,-9999999,10,7
STATE,CAMPUS,2014-2015,108807113,IDEA WESLACO PIKE ACADEMY,108807,IDEA PUBLIC SCHOOLS,1,108,HIDALGO COUNTY,352,0,0,123,119,-9999999,287,352,164,5,-9999999,26,0
STATE,CAMPUS,2014-2015,108807013,IDEA WESLACO PIKE COLLEGE PREPARAT,108807,IDEA PUBLIC SCHOOLS,1,108,HIDALGO COUNTY,119,0,0,39,38,-9999999,99,119,55,-9999999,-9999999,9,0
STATE,CAMPUS,2014-2015,14906131,IDUMA EL,14906,KILLEEN ISD,12,14,BELL COUNTY,970,23,0,70,0,59,553,970,464,476,7,96,19
STATE,CAMPUS,2014-2015,57905131,IGNACIO ZARAGOZA EL,57905,DALLAS ISD,10,57,DALLAS COUNTY,376,38,0,257,238,0,353,376,302,0,0,25,-9999999
STATE,CAMPUS,2014-2015,108801006,IGNITE PUB SCH AND COM SERV CTR AT,108801,IGNITE PUBLIC SCHOOLS AND COMMUNIT,1,108,HIDALGO COUNTY,169,0,38,43,40,-9999999,141,167,152,0,0,18,0
STATE,CAMPUS,2014-2015,108801005,IGNITE PUBLIC SCH AND COMM SER CTR,108801,IGNITE PUBLIC SCHOOLS AND COMMUNIT,1,108,HIDALGO COUNTY,109,0,19,-9999999,-9999999,0,79,106,108,0,0,6,0
STATE,CAMPUS,2014-2015,108801001,IGNITE PUBLIC SCH AND COMM SERV CT,108801,IGNITE PUBLIC SCHOOLS AND COMMUNIT,1,108,HIDALGO COUNTY,253,0,71,78,57,17,228,253,216,0,0,12,0
STATE,CAMPUS,2014-2015,108801002,IGNITE PUBLIC SCH AND COMM SERV CT,108801,IGNITE PUBLIC SCHOOLS AND COMMUNIT,1,108,HIDALGO COUNTY,223,0,84,74,58,14,198,223,205,0,0,6,0
STATE,CAMPUS,2014-2015,108801003,IGNITE PUBLIC SCH AND COMM SERV CT,108801,IGNITE PUBLIC SCHOOLS AND COMMUNIT,1,108,HIDALGO COUNTY,215,0,62,63,40,21,196,214,198,0,0,11,0
STATE,CAMPUS,2014-2015,108801004,IGNITE PUBLIC SCH AND COMM SERV CT,108801,IGNITE PUBLIC SCHOOLS AND COMMUNIT,1,108,HIDALGO COUNTY,250,0,101,108,75,33,137,248,238,0,0,17,0
STATE,CAMPUS,2014-2015,184903110,IKARD EL,184903,WEATHERFORD ISD,11,184,PARKER COUNTY,662,28,0,122,108,20,429,662,382,20,9,56,16
STATE,CAMPUS,2014-2015,43801001,IMAGINE INTERNATIONAL ACADEMY OF N,43801,IMAGINE INTERNATIONAL ACADEMY OF N,10,43,COLLIN COUNTY,1097,0,0,31,0,30,85,221,122,-9999999,0,53,29
STATE,CAMPUS,2014-2015,15908040,IMMIGRANT SHELTER,15908,SOUTH SAN ANTONIO ISD,20,15,BEXAR COUNTY,18,0,0,6,-9999999,5,18,18,6,0,0,0,0
STATE,CAMPUS,2014-2015,220908112,IMOGENE GIDEON EL,220908,MANSFIELD ISD,11,220,TARRANT COUNTY,520,11,0,113,0,111,278,520,258,8,0,46,5
STATE,CAMPUS,2014-2015,101911016,IMPACT EARLY COLLEGE H S,101911,GOOSE CREEK CISD,4,101,HARRIS COUNTY,349,42,44,-9999999,0,-9999999,222,-9999999,43,0,-9999999,-9999999,7
STATE,CAMPUS,2014-2015,61902142,INDEPENDENCE EL,61902,LEWISVILLE ISD,11,61,DENTON COUNTY,790,33,0,428,447,125,412,790,480,0,-9999999,53,7
STATE,CAMPUS,2014-2015,220907121,INDEPENDENCE EL,220907,KELLER ISD,11,220,TARRANT COUNTY,458,24,0,21,0,20,55,-9999999,89,9,-9999999,48,32
STATE,CAMPUS,2014-2015,43905009,INDEPENDENCE H S,43905,FRISCO ISD,10,43,COLLIN COUNTY,1161,80,766,16,0,15,170,0,222,-9999999,-9999999,89,6
STATE,CAMPUS,2014-2015,15912103,INDIAN CREEK EL,15912,SOUTHWEST ISD,20,15,BEXAR COUNTY,615,23,0,176,185,0,589,611,515,5,6,64,-9999999
STATE,CAMPUS,2014-2015,61902113,INDIAN CREEK EL,61902,LEWISVILLE ISD,11,61,DENTON COUNTY,631,51,0,68,0,68,197,0,178,0,0,41,11
STATE,CAMPUS,2014-2015,71905050,INDIAN RIDGE MIDDLE,71905,YSLETA ISD,19,71,EL PASO COUNTY,656,55,108,117,13,107,520,656,353,0,-9999999,68,20
STATE,CAMPUS,2014-2015,161914050,INDIAN SPRING MIDDLE,161914,WACO ISD,12,161,MCLENNAN COUNTY,579,30,0,118,0,116,546,579,500,0,-9999999,71,0
STATE,CAMPUS,2014-2015,46902125,INDIAN SPRINGS EL,46902,COMAL ISD,13,46,COMAL COUNTY,717,76,0,20,0,14,51,0,152,86,0,50,14
STATE,CAMPUS,2014-2015,220907044,INDIAN SPRINGS MIDDLE,220907,KELLER ISD,11,220,TARRANT COUNTY,869,141,171,25,0,23,136,7,224,10,-9999999,95,40
STATE,CAMPUS,2014-2015,120905102,INDUSTRIAL EL EAST,120905,INDUSTRIAL ISD,3,120,JACKSON COUNTY,345,7,0,30,0,30,148,345,81,0,0,26,-9999999
STATE,CAMPUS,2014-2015,120905101,INDUSTRIAL EL WEST,120905,INDUSTRIAL ISD,3,120,JACKSON COUNTY,226,8,0,0,0,0,27,0,19,0,0,14,5
STATE,CAMPUS,2014-2015,120905001,INDUSTRIAL H S,120905,INDUSTRIAL ISD,3,120,JACKSON COUNTY,371,27,295,-9999999,0,-9999999,95,0,148,0,0,35,22
STATE,CAMPUS,2014-2015,120905041,INDUSTRIAL J H,120905,INDUSTRIAL ISD,3,120,JACKSON COUNTY,278,21,88,-9999999,0,-9999999,79,274,106,0,0,21,15
STATE,CAMPUS,2014-2015,170908007,INFINITY EARLY COLLEGE H S,170908,NEW CANEY ISD,6,170,MONTGOMERY COUNTY,124,19,11,7,0,7,86,0,29,-9999999,0,5,5
STATE,CAMPUS,2014-2015,205903001,INGLESIDE H S,205903,INGLESIDE ISD,2,205,SAN PATRICIO COUNTY,650,19,510,13,0,13,264,650,311,17,0,43,28
STATE,CAMPUS,2014-2015,205903102,INGLESIDE PRIMARY SCHOOL,205903,INGLESIDE ISD,2,205,SAN PATRICIO COUNTY,424,-9999999,0,49,0,49,237,424,167,-9999999,-9999999,29,5
STATE,CAMPUS,2014-2015,133904101,INGRAM EL,133904,INGRAM ISD,20,133,KERR COUNTY,505,6,0,92,0,87,389,505,377,-9999999,-9999999,46,7
STATE,CAMPUS,2014-2015,133904042,INGRAM MIDDLE,133904,INGRAM ISD,20,133,KERR COUNTY,196,7,57,12,0,12,129,0,95,-9999999,0,15,-9999999
STATE,CAMPUS,2014-2015,133904001,INGRAM TOM MOORE H S,133904,INGRAM ISD,20,133,KERR COUNTY,343,20,304,30,0,29,213,-9999999,165,-9999999,7,35,5
