SCOPE,AGG_LEVEL,YEAR,CAMPUS NUMBER,CAMPUS NAME,DISTRICT NUMBER,DISTRICT NAME,REGION,COUNTY NUMBER,COUNTY NAME,TOTAL ENROLLMENT,TOTAL G & T STUDENTS,TOTAL CTE STUDENTS,TOTAL LEP STUDENTS,TOTAL BILINGUAL STUDENTS,TOTAL ESL STUDENTS,TOTAL ECONOMICALLY DISADVANTAGED STUDENTS,TOTAL TITLE I STUDENTS,TOTAL AT RISK STUDENTS,TOTAL MILITARY CONNECTED STUDENTS,TOTAL FOSTER CARE STUDENTS,TOTAL STUDENTS RECEIVING SPECIAL EDUCATION SERVICES,TOTAL DYSLEXIC STUDENTS
STATE,CAMPUS,2015-2016,11905101,MCDADE ISD,11905,MCDADE ISD,13,11,BASTROP COUNTY,221,10,0,50,0,47,155,221,120,0,0,13,9
STATE,CAMPUS,2015-2016,15915158,MCDERMOTT EL,15915,NORTHSIDE ISD,20,15,BEXAR COUNTY,855,29,0,176,56,31,559,816,464,9,-9999999,75,10
STATE,CAMPUS,2015-2016,57914044,MCDONALD MIDDLE,57914,MESQUITE ISD,10,57,DALLAS COUNTY,1030,53,169,153,0,145,866,1030,386,-9999999,-9999999,112,61
STATE,CAMPUS,2015-2016,101915122,MCDOUGLE EL,101915,KLEIN ISD,4,101,HARRIS COUNTY,674,7,0,328,273,73,531,674,455,-9999999,-9999999,61,16
STATE,CAMPUS,2015-2016,163904041,MCDOWELL MIDDLE,163904,HONDO ISD,20,163,MEDINA COUNTY,482,52,15,11,0,11,312,482,223,5,0,38,27
STATE,CAMPUS,2015-2016,101907150,MCFEE ELEMENTARY SCHOOL,101907,CYPRESS-FAIRBANKS ISD,4,101,HARRIS COUNTY,1117,27,0,397,230,156,861,1116,713,0,0,79,5
STATE,CAMPUS,2015-2016,226903115,MCGILL EL,226903,SAN ANGELO ISD,15,226,TOM GREEN COUNTY,369,-9999999,0,17,0,17,254,367,114,8,0,55,0
STATE,CAMPUS,2015-2016,101912179,MCGOWEN EL,101912,HOUSTON ISD,4,101,HARRIS COUNTY,448,30,0,66,0,37,353,448,272,0,5,36,-9999999
STATE,CAMPUS,2015-2016,161909101,MCGREGOR EL,161909,MCGREGOR ISD,12,161,MCLENNAN COUNTY,417,33,0,66,0,66,312,403,175,0,0,23,20
STATE,CAMPUS,2015-2016,161909001,MCGREGOR H S,161909,MCGREGOR ISD,12,161,MCLENNAN COUNTY,414,40,385,8,0,8,284,0,175,0,0,37,37
STATE,CAMPUS,2015-2016,161909102,MCGREGOR PRI,161909,MCGREGOR ISD,12,161,MCLENNAN COUNTY,303,0,0,79,65,13,224,299,235,0,0,17,-9999999
STATE,CAMPUS,2015-2016,57903124,MCKAMY EL,57903,CARROLLTON-FARMERS BRANCH ISD,10,57,DALLAS COUNTY,497,18,0,131,96,45,331,497,256,0,0,88,0
STATE,CAMPUS,2015-2016,61902053,MCKAMY MIDDLE,61902,LEWISVILLE ISD,11,61,DENTON COUNTY,1078,240,333,9,0,8,23,0,198,-9999999,0,89,22
STATE,CAMPUS,2015-2016,57914118,MCKENZIE EL,57914,MESQUITE ISD,10,57,DALLAS COUNTY,606,14,0,186,141,40,481,606,344,0,-9999999,66,17
STATE,CAMPUS,2015-2016,43907007,MCKINNEY BOYD H S,43907,MCKINNEY ISD,10,43,COLLIN COUNTY,2845,329,1778,81,0,80,429,0,469,33,-9999999,186,78
STATE,CAMPUS,2015-2016,43907002,MCKINNEY H S,43907,MCKINNEY ISD,10,43,COLLIN COUNTY,2734,209,1604,147,0,146,859,0,469,36,-9999999,220,90
STATE,CAMPUS,2015-2016,43907004,MCKINNEY NORTH H S,43907,MCKINNEY ISD,10,43,COLLIN COUNTY,2105,182,1246,58,0,58,638,0,788,0,-9999999,208,76
STATE,CAMPUS,2015-2016,57903135,MCLAUGHLIN STRICKLAND  EL,57903,CARROLLTON-FARMERS BRANCH ISD,10,57,DALLAS COUNTY,736,23,0,380,283,98,598,736,526,0,-9999999,73,-9999999
STATE,CAMPUS,2015-2016,220905069,MCLEAN 6TH GRADE,220905,FORT WORTH ISD,11,220,TARRANT COUNTY,477,133,0,125,0,125,265,477,259,-9999999,0,26,21
STATE,CAMPUS,2015-2016,220905050,MCLEAN MIDDLE,220905,FORT WORTH ISD,11,220,TARRANT COUNTY,1044,229,427,177,0,159,559,1044,558,-9999999,0,76,30
STATE,CAMPUS,2015-2016,90903001,MCLEAN SCHOOL,90903,MCLEAN ISD,16,90,GRAY COUNTY,239,0,79,-9999999,0,-9999999,105,239,80,0,0,19,8
STATE,CAMPUS,2015-2016,161910004,MCLENNAN CO CHALLENGE ACADEMY,161910,MOODY ISD,12,161,MCLENNAN COUNTY,-9999999,0,-9999999,0,0,0,-9999999,-9999999,-9999999,0,0,0,0
STATE,CAMPUS,2015-2016,34906101,MCLEOD EL,34906,MCLEOD ISD,8,34,CASS COUNTY,145,0,0,0,0,0,40,145,55,0,0,10,12
STATE,CAMPUS,2015-2016,34906001,MCLEOD H S,34906,MCLEOD ISD,8,34,CASS COUNTY,110,6,95,0,0,0,46,110,46,0,0,10,8
STATE,CAMPUS,2015-2016,34906041,MCLEOD MIDDLE,34906,MCLEOD ISD,8,34,CASS COUNTY,98,0,0,0,0,0,33,98,42,0,0,13,7
STATE,CAMPUS,2015-2016,101917122,MCMASTERS EL,101917,PASADENA ISD,4,101,HARRIS COUNTY,464,22,0,189,172,0,390,464,260,0,0,47,5
STATE,CAMPUS,2015-2016,61901046,MCMATH MIDDLE,61901,DENTON ISD,11,61,DENTON COUNTY,748,120,159,104,0,103,316,0,333,17,-9999999,88,23
STATE,CAMPUS,2015-2016,174904043,MCMICHAEL MIDDLE,174904,NACOGDOCHES ISD,7,174,NACOGDOCHES COUNTY,704,53,36,155,0,154,559,704,515,0,-9999999,55,20
STATE,CAMPUS,2015-2016,101905104,MCMULLAN EL,101905,CHANNELVIEW ISD,4,101,HARRIS COUNTY,608,21,0,276,253,-9999999,533,602,385,0,0,55,-9999999
STATE,CAMPUS,2015-2016,162904001,MCMULLEN COUNTY SCHOOL,162904,MCMULLEN COUNTY ISD,2,162,MCMULLEN COUNTY,264,18,91,-9999999,0,-9999999,69,0,37,0,0,13,0
STATE,CAMPUS,2015-2016,61901106,MCNAIR EL,61901,DENTON ISD,11,61,DENTON COUNTY,582,56,0,38,0,36,218,0,135,19,-9999999,74,18
STATE,CAMPUS,2015-2016,101912227,MCNAMARA EL,101912,HOUSTON ISD,4,101,HARRIS COUNTY,906,65,0,621,522,96,874,906,767,0,0,35,-9999999
STATE,CAMPUS,2015-2016,246909004,MCNEIL H S,246909,ROUND ROCK ISD,13,246,WILLIAMSON COUNTY,2625,202,1866,103,0,94,581,10,806,0,0,226,66
STATE,CAMPUS,2015-2016,243905047,MCNIEL J H,243905,WICHITA FALLS ISD,9,243,WICHITA COUNTY,736,48,48,14,0,0,297,736,311,63,0,88,0
STATE,CAMPUS,2015-2016,94901106,MCQUEENEY EL,94901,SEGUIN ISD,13,94,GUADALUPE COUNTY,373,5,0,5,0,-9999999,271,373,177,5,0,28,7
STATE,CAMPUS,2015-2016,220905143,MCRAE EL,220905,FORT WORTH ISD,11,220,TARRANT COUNTY,648,38,0,459,435,-9999999,589,648,564,0,0,47,7
STATE,CAMPUS,2015-2016,101912062,MCREYNOLDS MIDDLE,101912,HOUSTON ISD,4,101,HARRIS COUNTY,599,19,0,147,5,143,576,599,478,0,0,112,-9999999
STATE,CAMPUS,2015-2016,101914116,MCROBERTS EL,101914,KATY ISD,4,101,HARRIS COUNTY,805,16,0,356,259,92,519,805,510,6,-9999999,115,22
STATE,CAMPUS,2015-2016,43905138,MCSPEDDEN EL,43905,FRISCO ISD,10,43,COLLIN COUNTY,633,109,0,45,0,43,-9999999,0,63,0,-9999999,33,6
STATE,CAMPUS,2015-2016,57903129,MCWHORTER EL,57903,CARROLLTON-FARMERS BRANCH ISD,10,57,DALLAS COUNTY,676,11,0,172,153,35,561,676,327,0,0,76,9
STATE,CAMPUS,2015-2016,57914106,MCWHORTER EL,57914,MESQUITE ISD,10,57,DALLAS COUNTY,936,10,0,410,364,37,855,936,635,0,0,73,21
STATE,CAMPUS,2015-2016,152901169,MCWHORTER EL,152901,LUBBOCK ISD,17,152,LUBBOCK COUNTY,604,15,0,125,149,20,483,604,416,0,-9999999,54,-9999999
STATE,CAMPUS,2015-2016,220905051,MEACHAM MIDDLE,220905,FORT WORTH ISD,11,220,TARRANT COUNTY,679,45,241,268,0,252,608,679,603,0,0,62,10
STATE,CAMPUS,2015-2016,15915185,MEAD EL,15915,NORTHSIDE ISD,20,15,BEXAR COUNTY,887,42,0,263,86,160,756,846,484,5,-9999999,115,9
STATE,CAMPUS,2015-2016,101917111,MEADOR ELEMENTARY,101917,PASADENA ISD,4,101,HARRIS COUNTY,646,19,0,182,149,-9999999,482,646,330,-9999999,0,55,19
STATE,CAMPUS,2015-2016,220916122,MEADOW CREEK EL,220916,HURST-EULESS-BEDFORD ISD,11,220,TARRANT COUNTY,776,67,0,18,0,17,176,15,168,5,0,76,25
STATE,CAMPUS,2015-2016,223902001,MEADOW SCHOOL,223902,MEADOW ISD,17,223,TERRY COUNTY,329,16,120,17,0,17,247,329,197,5,-9999999,23,18
STATE,CAMPUS,2015-2016,15915117,MEADOW VILLAGE EL,15915,NORTHSIDE ISD,20,15,BEXAR COUNTY,617,22,0,15,0,0,539,612,276,9,-9999999,63,28
STATE,CAMPUS,2015-2016,101920108,MEADOW WOOD EL,101920,SPRING BRANCH ISD,4,101,HARRIS COUNTY,517,28,0,67,-9999999,64,185,-9999999,165,0,-9999999,42,18
STATE,CAMPUS,2015-2016,178904123,MEADOWBROOK EL,178904,CORPUS CHRISTI ISD,2,178,NUECES COUNTY,511,0,0,26,24,-9999999,294,511,281,7,-9999999,47,15
STATE,CAMPUS,2015-2016,220905141,MEADOWBROOK EL,220905,FORT WORTH ISD,11,220,TARRANT COUNTY,702,22,0,414,352,48,618,702,582,-9999999,0,38,13
STATE,CAMPUS,2015-2016,220905052,MEADOWBROOK MIDDLE,220905,FORT WORTH ISD,11,220,TARRANT COUNTY,648,31,131,127,0,120,568,648,509,0,0,62,12
STATE,CAMPUS,2015-2016,220912104,MEADOWCREEK EL,220912,CROWLEY ISD,11,220,TARRANT COUNTY,685,24,0,257,189,67,530,685,428,-9999999,-9999999,51,8
STATE,CAMPUS,2015-2016,130801001,MEADOWLAND CHARTER SCHOOL,130801,MEADOWLAND CHARTER SCHOOL,20,130,KENDALL COUNTY,101,0,28,0,0,0,88,101,96,0,68,37,0
STATE,CAMPUS,2015-2016,14906108,MEADOWS EL,14906,KILLEEN ISD,12,14,BELL COUNTY,686,23,0,45,0,31,217,686,248,642,0,48,19
STATE,CAMPUS,2015-2016,43910102,MEADOWS EL,43910,PLANO ISD,10,43,COLLIN COUNTY,568,28,0,317,208,103,495,568,406,0,0,74,12
STATE,CAMPUS,2015-2016,79907110,MEADOWS EL,79907,FORT BEND ISD,4,79,FORT BEND COUNTY,480,22,0,134,0,127,196,-9999999,239,5,0,30,6
STATE,CAMPUS,2015-2016,10901001,MEDINA SCHOOL,10901,MEDINA ISD,20,10,BANDERA COUNTY,289,13,103,10,0,9,171,289,149,0,0,37,13
STATE,CAMPUS,2015-2016,163908001,MEDINA VALLEY H S,163908,MEDINA VALLEY ISD,20,163,MEDINA COUNTY,1236,70,1034,33,0,31,557,8,457,48,10,126,17
STATE,CAMPUS,2015-2016,163908042,MEDINA VALLEY MIDDLE,163908,MEDINA VALLEY ISD,20,163,MEDINA COUNTY,1057,81,0,28,0,27,523,9,349,86,5,108,14
STATE,CAMPUS,2015-2016,15912111,MEDIO CREEK EL,15912,SOUTHWEST ISD,20,15,BEXAR COUNTY,684,56,0,160,136,20,617,675,504,12,-9999999,62,14
STATE,CAMPUS,2015-2016,61911042,MEDLIN MIDDLE,61911,NORTHWEST ISD,11,61,DENTON COUNTY,1108,192,129,22,0,22,99,-9999999,222,30,0,76,47
STATE,CAMPUS,2015-2016,57814003,MEDLOCK YOUTH VILLAGE,57814,ACADEMY FOR ACADEMIC EXCELLENCE,10,57,DALLAS COUNTY,111,0,0,19,0,18,111,111,111,0,0,25,0
STATE,CAMPUS,2015-2016,20901108,MELBA PASSMORE EL,20901,ALVIN ISD,4,20,BRAZORIA COUNTY,735,76,0,77,88,38,448,735,305,7,-9999999,88,12
STATE,CAMPUS,2015-2016,101917140,MELILLO MIDDLE,101917,PASADENA ISD,4,101,HARRIS COUNTY,643,81,0,61,29,8,361,643,243,10,0,65,36
STATE,CAMPUS,2015-2016,43908001,MELISSA H S,43908,MELISSA ISD,10,43,COLLIN COUNTY,659,68,595,8,0,8,99,0,81,-9999999,-9999999,50,37
STATE,CAMPUS,2015-2016,43908101,MELISSA MIDDLE,43908,MELISSA ISD,10,43,COLLIN COUNTY,527,72,35,7,0,7,80,0,89,-9999999,0,46,55
STATE,CAMPUS,2015-2016,43908105,MELISSA RIDGE INTERMED,43908,MELISSA ISD,10,43,COLLIN COUNTY,373,41,0,13,0,13,66,373,105,8,0,33,39
STATE,CAMPUS,2015-2016,123907010,MEMORIAL 9TH GRADE ACADEMY AT AUST,123907,PORT ARTHUR ISD,5,123,JEFFERSON COUNTY,608,35,509,65,0,55,418,604,363,0,0,42,23
STATE,CAMPUS,2015-2016,101920109,MEMORIAL DRIVE EL,101920,SPRING BRANCH ISD,4,101,HARRIS COUNTY,458,53,0,48,0,47,38,-9999999,96,-9999999,0,22,-9999999
STATE,CAMPUS,2015-2016,46902007,MEMORIAL EARLY COLLEGE H S WITH ST,46902,COMAL ISD,13,46,COMAL COUNTY,260,34,193,0,0,0,62,0,64,15,-9999999,10,10
STATE,CAMPUS,2015-2016,43910105,MEMORIAL EL,43910,PLANO ISD,10,43,COLLIN COUNTY,504,55,0,242,173,67,400,504,298,0,0,58,8
STATE,CAMPUS,2015-2016,46901108,MEMORIAL EL,46901,NEW BRAUNFELS ISD,13,46,COMAL COUNTY,454,11,0,68,52,17,249,454,172,6,-9999999,39,16
STATE,CAMPUS,2015-2016,101912204,MEMORIAL EL,101912,HOUSTON ISD,4,101,HARRIS COUNTY,501,25,0,247,205,65,333,501,354,0,-9999999,34,8
STATE,CAMPUS,2015-2016,108913111,MEMORIAL EL,108913,WESLACO ISD,1,108,HIDALGO COUNTY,905,50,0,139,131,0,611,905,433,18,-9999999,76,6
STATE,CAMPUS,2015-2016,15905003,MEMORIAL H S,15905,EDGEWOOD ISD,20,15,BEXAR COUNTY,1284,159,1017,162,0,148,1144,1284,987,6,5,158,71
STATE,CAMPUS,2015-2016,101920001,MEMORIAL H S,101920,SPRING BRANCH ISD,4,101,HARRIS COUNTY,2650,394,1219,122,0,118,223,9,391,0,0,99,101
STATE,CAMPUS,2015-2016,108906002,MEMORIAL H S,108906,MCALLEN ISD,1,108,HIDALGO COUNTY,2302,401,1786,354,0,354,1514,2302,1271,-9999999,0,174,18
STATE,CAMPUS,2015-2016,123907009,MEMORIAL H S,123907,PORT ARTHUR ISD,5,123,JEFFERSON COUNTY,1492,72,1181,103,0,81,1005,1485,1046,0,0,95,43
STATE,CAMPUS,2015-2016,125901042,MEMORIAL INT,125901,ALICE ISD,2,125,JIM WELLS COUNTY,339,8,0,9,9,0,280,339,142,0,0,46,20
STATE,CAMPUS,2015-2016,159901042,MEMORIAL J H,159901,EAGLE PASS ISD,20,159,MAVERICK COUNTY,1090,63,179,301,0,285,903,1090,680,-9999999,0,113,14
STATE,CAMPUS,2015-2016,31903042,MEMORIAL MIDDLE,31903,HARLINGEN CISD,1,31,CAMERON COUNTY,823,57,210,45,0,42,621,823,412,6,-9999999,113,21
STATE,CAMPUS,2015-2016,101920042,MEMORIAL MIDDLE,101920,SPRING BRANCH ISD,4,101,HARRIS COUNTY,1370,267,0,77,0,71,58,0,205,-9999999,0,57,58
STATE,CAMPUS,2015-2016,108904045,MEMORIAL MIDDLE,108904,EDINBURG CISD,1,108,HIDALGO COUNTY,1215,53,101,340,0,340,1113,1215,734,-9999999,0,89,11
STATE,CAMPUS,2015-2016,108912044,MEMORIAL MIDDLE,108912,LA JOYA ISD,1,108,HIDALGO COUNTY,777,85,130,276,0,265,715,777,519,0,0,53,15
STATE,CAMPUS,2015-2016,137901042,MEMORIAL MIDDLE,137901,KINGSVILLE ISD,2,137,KLEBERG COUNTY,431,31,106,8,0,7,338,430,303,6,-9999999,65,6
STATE,CAMPUS,2015-2016,240901044,MEMORIAL MIDDLE,240901,LAREDO ISD,1,240,WEBB COUNTY,716,77,122,426,0,426,703,709,504,0,-9999999,90,7
STATE,CAMPUS,2015-2016,250907041,MEMORIAL MIDDLE,250907,WINNSBORO ISD,7,250,WOOD COUNTY,448,29,0,15,0,15,231,448,193,-9999999,0,45,19
STATE,CAMPUS,2015-2016,101914104,MEMORIAL PARKWAY EL,101914,KATY ISD,4,101,HARRIS COUNTY,780,18,0,327,358,67,396,780,521,5,-9999999,99,31
STATE,CAMPUS,2015-2016,101914044,MEMORIAL PARKWAY J H,101914,KATY ISD,4,101,HARRIS COUNTY,855,82,206,32,0,31,254,11,301,6,-9999999,92,61
STATE,CAMPUS,2015-2016,57909006,MEMORIAL PATHWAY ACADEMY H S,57909,GARLAND ISD,10,57,DALLAS COUNTY,149,-9999999,9,35,0,33,86,149,135,-9999999,0,-9999999,-9999999
STATE,CAMPUS,2015-2016,57909044,MEMORIAL PATHWAY ACADEMY MIDDLE,57909,GARLAND ISD,10,57,DALLAS COUNTY,65,0,0,49,0,49,59,65,63,0,-9999999,0,-9999999
STATE,CAMPUS,2015-2016,96904001,MEMPHIS H S,96904,MEMPHIS ISD,16,96,HALL COUNTY,141,23,129,-9999999,0,-9999999,79,141,82,0,0,23,19
STATE,CAMPUS,2015-2016,96904041,MEMPHIS MIDDLE,96904,MEMPHIS ISD,16,96,HALL COUNTY,107,12,0,7,0,7,80,107,60,0,-9999999,12,18
STATE,CAMPUS,2015-2016,164901101,MENARD EL,164901,MENARD ISD,15,164,MENARD COUNTY,145,-9999999,0,6,0,5,108,145,88,0,0,15,0
STATE,CAMPUS,2015-2016,164901001,MENARD H S,164901,MENARD ISD,15,164,MENARD COUNTY,85,9,81,6,0,6,44,85,41,0,0,7,-9999999
STATE,CAMPUS,2015-2016,164901041,MENARD J H,164901,MENARD ISD,15,164,MENARD COUNTY,62,-9999999,14,7,0,7,46,62,40,0,0,7,0
STATE,CAMPUS,2015-2016,227901147,MENCHACA EL,227901,AUSTIN ISD,13,227,TRAVIS COUNTY,719,27,0,137,141,39,340,719,276,-9999999,0,78,22
STATE,CAMPUS,2015-2016,101902109,MENDEL EL,101902,ALDINE ISD,4,101,HARRIS COUNTY,388,9,0,190,136,51,359,388,223,0,0,27,37
STATE,CAMPUS,2015-2016,43910103,MENDENHALL EL,43910,PLANO ISD,10,43,COLLIN COUNTY,609,19,0,356,246,107,539,609,490,0,0,83,20
STATE,CAMPUS,2015-2016,105902108,MENDEZ EL,105902,SAN MARCOS CISD,13,105,HAYS COUNTY,551,12,0,79,73,-9999999,454,481,317,0,5,51,12
STATE,CAMPUS,2015-2016,227901058,MENDEZ M S,227901,AUSTIN ISD,13,227,TRAVIS COUNTY,790,30,279,344,-9999999,333,741,790,652,0,0,104,73
STATE,CAMPUS,2015-2016,178904124,MENGER EL,178904,CORPUS CHRISTI ISD,2,178,NUECES COUNTY,340,0,0,25,21,-9999999,248,340,207,0,0,42,15
STATE,CAMPUS,2015-2016,108907002,MERCEDES ACADEMIC ACADEMY,108907,MERCEDES ISD,1,108,HIDALGO COUNTY,80,0,56,6,0,6,67,79,79,0,0,-9999999,5
STATE,CAMPUS,2015-2016,108907004,MERCEDES DAEP,108907,MERCEDES ISD,1,108,HIDALGO COUNTY,12,0,-9999999,6,0,6,11,11,12,0,0,-9999999,0
STATE,CAMPUS,2015-2016,108907106,MERCEDES EARLY CHILDHOOD CENTER,108907,MERCEDES ISD,1,108,HIDALGO COUNTY,629,0,0,194,192,0,574,615,312,-9999999,-9999999,49,0
STATE,CAMPUS,2015-2016,108907006,MERCEDES EARLY COLLEGE ACADEMY,108907,MERCEDES ISD,1,108,HIDALGO COUNTY,328,75,206,6,0,6,198,328,194,0,0,-9999999,-9999999
STATE,CAMPUS,2015-2016,108907001,MERCEDES H S,108907,MERCEDES ISD,1,108,HIDALGO COUNTY,1109,78,970,180,0,167,915,1109,819,0,-9999999,81,23
STATE,CAMPUS,2015-2016,94901002,MERCER & BLUMBERG LRN CTR,94901,SEGUIN ISD,13,94,GUADALUPE COUNTY,119,-9999999,40,7,0,7,57,7,106,0,0,5,-9999999
STATE,CAMPUS,2015-2016,15808010,MERIDELL,15808,JOHN H WOOD JR PUBLIC CHARTER DIST,20,15,BEXAR COUNTY,107,0,0,-9999999,0,-9999999,107,107,107,0,-9999999,47,0
STATE,CAMPUS,2015-2016,18902101,MERIDIAN EL,18902,MERIDIAN ISD,12,18,BOSQUE COUNTY,229,8,0,18,0,17,161,229,93,0,6,27,6
STATE,CAMPUS,2015-2016,18902001,MERIDIAN H S,18902,MERIDIAN ISD,12,18,BOSQUE COUNTY,247,25,144,7,0,7,140,-9999999,95,0,6,32,7
STATE,CAMPUS,2015-2016,246801001,MERIDIAN WORLD SCHOOL LLC,246801,MERIDIAN WORLD SCHOOL LLC,13,246,WILLIAMSON COUNTY,1249,0,0,32,0,27,95,0,42,11,0,63,49
STATE,CAMPUS,2015-2016,14909101,MERIDITH-DUNBAR EARLY CHILDHOOD AC,14909,TEMPLE ISD,12,14,BELL COUNTY,561,0,0,94,79,15,513,557,214,6,-9999999,34,0
STATE,CAMPUS,2015-2016,221904102,MERKEL EL,221904,MERKEL ISD,14,221,TAYLOR COUNTY,278,6,0,7,0,7,201,278,61,-9999999,-9999999,46,-9999999
STATE,CAMPUS,2015-2016,221904001,MERKEL H S,221904,MERKEL ISD,14,221,TAYLOR COUNTY,320,24,273,-9999999,0,-9999999,165,8,118,0,0,41,6
STATE,CAMPUS,2015-2016,221904104,MERKEL INT,221904,MERKEL ISD,14,221,TAYLOR COUNTY,168,14,0,7,0,7,96,168,65,-9999999,-9999999,13,5
STATE,CAMPUS,2015-2016,221904041,MERKEL J H,221904,MERKEL ISD,14,221,TAYLOR COUNTY,149,22,0,-9999999,0,-9999999,87,-9999999,71,-9999999,0,15,-9999999
STATE,CAMPUS,2015-2016,221904042,MERKEL MIDDLE,221904,MERKEL ISD,14,221,TAYLOR COUNTY,183,13,0,-9999999,0,-9999999,101,-9999999,96,-9999999,0,20,-9999999
STATE,CAMPUS,2015-2016,57907103,MERRIFIELD EL,57907,DUNCANVILLE ISD,10,57,DALLAS COUNTY,512,8,0,124,98,15,413,512,374,-9999999,7,33,-9999999
STATE,CAMPUS,2015-2016,57916134,MERRIMAN PARK EL,57916,RICHARDSON ISD,10,57,DALLAS COUNTY,555,56,0,97,0,97,253,555,207,-9999999,0,56,18
STATE,CAMPUS,2015-2016,220920003,MESA H S,220920,WHITE SETTLEMENT ISD,11,220,TARRANT COUNTY,52,0,29,-9999999,0,-9999999,28,0,52,0,0,-9999999,0
STATE,CAMPUS,2015-2016,188901134,MESA VERDE EL,188901,AMARILLO ISD,16,188,POTTER COUNTY,509,6,0,213,0,209,480,509,321,-9999999,-9999999,54,-9999999
STATE,CAMPUS,2015-2016,71905121,MESA VISTA EL,71905,YSLETA ISD,19,71,EL PASO COUNTY,439,64,0,144,124,-9999999,297,439,266,-9999999,0,94,8
STATE,CAMPUS,2015-2016,71902130,MESITA EL,71902,EL PASO ISD,19,71,EL PASO COUNTY,1189,339,0,447,754,0,652,733,616,16,-9999999,129,23
STATE,CAMPUS,2015-2016,57914656,MESQUITE ACADEMY,57914,MESQUITE ISD,10,57,DALLAS COUNTY,169,-9999999,102,7,0,7,111,21,155,0,0,10,5
STATE,CAMPUS,2015-2016,57914001,MESQUITE H S,57914,MESQUITE ISD,10,57,DALLAS COUNTY,2892,204,2486,218,0,211,2065,28,1581,-9999999,0,303,111
STATE,CAMPUS,2015-2016,101907127,METCALF ELEMENTARY,101907,CYPRESS-FAIRBANKS ISD,4,101,HARRIS COUNTY,973,14,0,409,270,131,759,971,650,0,0,69,-9999999
STATE,CAMPUS,2015-2016,227806025,METHODIST CHILDREN'S HOME,227806,UNIVERSITY OF TEXAS UNIVERSITY CHA,13,227,TRAVIS COUNTY,134,0,64,7,0,7,134,0,134,0,18,18,-9999999
STATE,CAMPUS,2015-2016,220905019,METRO OPPORTUNITY,220905,FORT WORTH ISD,11,220,TARRANT COUNTY,35,-9999999,-9999999,5,0,5,27,0,35,0,0,8,0
STATE,CAMPUS,2015-2016,14906022,METROPLEX SCHOOL,14906,KILLEEN ISD,12,14,BELL COUNTY,31,-9999999,0,-9999999,0,-9999999,11,0,31,11,0,11,-9999999
STATE,CAMPUS,2015-2016,227901124,METZ EL,227901,AUSTIN ISD,13,227,TRAVIS COUNTY,305,10,0,133,107,26,265,305,222,0,-9999999,41,20
STATE,CAMPUS,2015-2016,101915123,METZLER EL,101915,KLEIN ISD,4,101,HARRIS COUNTY,849,12,0,52,0,49,243,0,193,5,5,68,17
STATE,CAMPUS,2015-2016,147903002,MEXIA H S,147903,MEXIA ISD,12,147,LIMESTONE COUNTY,507,14,483,32,0,26,371,507,315,0,0,60,10
STATE,CAMPUS,2015-2016,147903042,MEXIA J H,147903,MEXIA ISD,12,147,LIMESTONE COUNTY,380,20,0,58,0,56,311,380,264,-9999999,0,27,7
STATE,CAMPUS,2015-2016,79901112,MEYER EL,79901,LAMAR CISD,4,79,FORT BEND COUNTY,622,23,0,93,0,92,404,622,362,0,-9999999,46,-9999999
STATE,CAMPUS,2015-2016,101919106,MEYER EL,101919,SPRING ISD,4,101,HARRIS COUNTY,629,13,0,259,187,71,495,629,387,-9999999,-9999999,52,7
STATE,CAMPUS,2015-2016,163904102,MEYER EL,163904,HONDO ISD,20,163,MEDINA COUNTY,528,6,0,20,0,20,433,528,256,5,-9999999,54,6
STATE,CAMPUS,2015-2016,101855101,MEYERPARK EL,101855,MEYERPARK ELEMENTARY,4,101,HARRIS COUNTY,249,0,0,0,0,0,232,249,95,0,0,14,0
STATE,CAMPUS,2015-2016,62906101,MEYERSVILLE EL,62906,MEYERSVILLE ISD,3,62,DEWITT COUNTY,109,6,10,0,0,0,26,109,-9999999,-9999999,0,6,-9999999
STATE,CAMPUS,2015-2016,220905224,MG ELLIS,220905,FORT WORTH ISD,11,220,TARRANT COUNTY,447,0,0,225,224,0,387,447,274,0,0,36,0
STATE,CAMPUS,2015-2016,46902111,MH SPECHT EL,46902,COMAL ISD,13,46,COMAL COUNTY,526,54,0,28,-9999999,25,92,0,146,53,-9999999,70,11
STATE,CAMPUS,2015-2016,197902001,MIAMI SCHOOL,197902,MIAMI ISD,16,197,ROBERTS COUNTY,213,22,55,0,0,0,56,213,40,0,0,9,10
STATE,CAMPUS,2015-2016,108906048,MICHAEL E FOSSUM MIDDLE,108906,MCALLEN ISD,1,108,HIDALGO COUNTY,832,136,126,79,0,79,468,832,417,0,8,67,20
STATE,CAMPUS,2015-2016,15915162,MICHAEL EL,15915,NORTHSIDE ISD,20,15,BEXAR COUNTY,853,36,0,13,0,0,624,853,347,43,7,90,15
STATE,CAMPUS,2015-2016,101924043,MICHAEL R NULL MIDDLE,101924,SHELDON ISD,4,101,HARRIS COUNTY,974,84,199,144,0,139,752,0,652,-9999999,0,67,32
STATE,CAMPUS,2015-2016,101912458,MICKEY LELAND COLLEGE PREP ACAD FO,101912,HOUSTON ISD,4,101,HARRIS COUNTY,421,82,129,26,-9999999,23,309,421,198,0,5,13,8
