SCOPE,AGG_LEVEL,YEAR,CAMPUS NUMBER,CAMPUS NAME,GRADE GROUP,DISTRICT NUMBER,DISTRICT NAME,REGION,COUNTY NUMBER,COUNTY NAME,TOTAL ENROLLMENT,TOTAL G & T STUDENTS,TOTAL CTE STUDENTS,TOTAL LEP STUDENTS,TOTAL BILINGUAL STUDENTS,TOTAL ESL STUDENTS,TOTAL ECONOMICALLY DISADVANTAGED STUDENTS,TOTAL TITLE I STUDENTS,TOTAL AT RISK STUDENTS,TOTAL MILITARY CONNECTED STUDENTS,TOTAL FOSTER CARE STUDENTS,TOTAL STUDENTS RECEIVING SPECIAL EDUCATION SERVICES,SUM_HOMELESS,TOTAL DYSLEXIC STUDENTS
STATE,CAMPUS,2017-2018,61902138,MARJORY VICKERY EL,ELEMENTARY,61902,LEWISVILLE ISD,11,61,DENTON COUNTY,490,37,0,211,249,71,275,490,326,6,0,48,10,32
STATE,CAMPUS,2017-2018,15907163,MARK TWAIN DUAL LANGUAGE ACADEMY,ELEMENTARY,15907,SAN ANTONIO ISD,20,15,BEXAR COUNTY,172,-9999999,0,59,172,0,110,172,157,-9999999,0,8,-9999999,0
STATE,CAMPUS,2017-2018,20901103,MARK TWAIN EL,ELEMENTARY,20901,ALVIN ISD,4,20,BRAZORIA COUNTY,775,26,0,338,279,58,580,775,524,0,0,99,73,37
STATE,CAMPUS,2017-2018,57916115,MARK TWAIN EL,ELEMENTARY,57916,RICHARDSON ISD,10,57,DALLAS COUNTY,594,17,0,374,274,99,513,594,444,-9999999,0,72,7,19
STATE,CAMPUS,2017-2018,57905220,MARK TWAIN LEADERSHIP VANGUARD,ELEMENTARY,57905,DALLAS ISD,10,57,DALLAS COUNTY,299,44,0,76,73,-9999999,282,299,131,-9999999,11,43,5,-9999999
STATE,CAMPUS,2017-2018,101912483,MARK WHITE EL,ELEMENTARY,101912,HOUSTON ISD,4,101,HARRIS COUNTY,644,31,0,309,161,170,442,644,481,-9999999,0,33,7,6
STATE,CAMPUS,2017-2018,158902102,MARKHAM EL,ELEMENTARY,158902,TIDEHAVEN ISD,3,158,MATAGORDA COUNTY,207,17,0,7,0,7,147,207,33,0,0,19,0,5
STATE,CAMPUS,2017-2018,73903001,MARLIN H S,HIGH SCHOOL,73903,MARLIN ISD,12,73,FALLS COUNTY,200,26,143,16,0,16,200,200,124,0,0,33,0,-9999999
STATE,CAMPUS,2017-2018,73903041,MARLIN JUNIOR ACADEMY,MIDDLE SCHOOL,73903,MARLIN ISD,12,73,FALLS COUNTY,240,18,0,43,0,43,240,240,214,0,0,23,-9999999,-9999999
STATE,CAMPUS,2017-2018,73903103,MARLIN PRI ACADEMY,ELEMENTARY,73903,MARLIN ISD,12,73,FALLS COUNTY,386,14,0,68,0,68,386,386,328,0,0,30,-9999999,-9999999
STATE,CAMPUS,2017-2018,220917041,MARSH MIDDLE,MIDDLE SCHOOL,220917,CASTLEBERRY ISD,11,220,TARRANT COUNTY,881,60,0,302,0,299,771,881,653,-9999999,-9999999,81,-9999999,16
STATE,CAMPUS,2017-2018,61902056,MARSHALL DURHAM MIDDLE,MIDDLE SCHOOL,61902,LEWISVILLE ISD,11,61,DENTON COUNTY,871,92,270,122,0,119,505,871,484,0,0,148,39,22
STATE,CAMPUS,2017-2018,101912480,MARSHALL EL,ELEMENTARY,101912,HOUSTON ISD,4,101,HARRIS COUNTY,1070,32,0,561,447,-9999999,961,1070,854,0,-9999999,60,76,7
STATE,CAMPUS,2017-2018,15915003,MARSHALL H S,HIGH SCHOOL,15915,NORTHSIDE ISD,20,15,BEXAR COUNTY,2616,205,1732,157,0,144,1065,48,1620,71,6,285,19,76
STATE,CAMPUS,2017-2018,102902001,MARSHALL H S,HIGH SCHOOL,102902,MARSHALL ISD,7,102,HARRISON COUNTY,1412,326,1265,86,0,77,773,1412,890,26,20,112,22,13
STATE,CAMPUS,2017-2018,102902041,MARSHALL J H,MIDDLE SCHOOL,102902,MARSHALL ISD,7,102,HARRISON COUNTY,1271,214,321,167,0,155,833,1271,810,27,11,88,64,14
STATE,CAMPUS,2017-2018,101917145,MARSHALL KENDRICK MIDDLE,MIDDLE SCHOOL,101917,PASADENA ISD,4,101,HARRIS COUNTY,782,42,0,274,320,0,644,782,515,0,0,74,24,39
STATE,CAMPUS,2017-2018,101912061,MARSHALL MIDDLE,MIDDLE SCHOOL,101912,HOUSTON ISD,4,101,HARRIS COUNTY,836,90,0,258,-9999999,248,766,836,677,0,0,83,-9999999,20
STATE,CAMPUS,2017-2018,123910046,MARSHALL MIDDLE,MIDDLE SCHOOL,123910,BEAUMONT ISD,5,123,JEFFERSON COUNTY,849,127,308,28,0,15,478,849,251,-9999999,-9999999,75,36,47
STATE,CAMPUS,2017-2018,161908003,MART ACADEMIC ALERNATIVE PROGRAM,HIGH SCHOOL,161908,MART ISD,12,161,MCLENNAN COUNTY,-9999999,0,0,0,0,0,-9999999,-9999999,-9999999,0,0,0,0,0
STATE,CAMPUS,2017-2018,161908102,MART EL,ELEMENTARY,161908,MART ISD,12,161,MCLENNAN COUNTY,292,9,0,18,0,18,244,292,161,-9999999,0,40,11,10
STATE,CAMPUS,2017-2018,161908002,MART H S,HIGH SCHOOL,161908,MART ISD,12,161,MCLENNAN COUNTY,225,30,163,-9999999,0,-9999999,148,225,98,-9999999,0,32,-9999999,7
STATE,CAMPUS,2017-2018,19907116,MARTHA & JOSH MORRISS MATH & ENGIN,ELEMENTARY,19907,TEXARKANA ISD,8,19,BOWIE COUNTY,407,0,0,-9999999,0,-9999999,76,0,34,-9999999,0,-9999999,0,6
STATE,CAMPUS,2017-2018,43910145,MARTHA HUNT EL,ELEMENTARY,43910,PLANO ISD,10,43,COLLIN COUNTY,702,118,0,46,0,45,33,0,99,0,0,64,-9999999,14
STATE,CAMPUS,2017-2018,220908116,MARTHA REID EL,ELEMENTARY,220908,MANSFIELD ISD,11,220,TARRANT COUNTY,633,18,0,93,0,86,246,0,178,14,7,88,-9999999,11
STATE,CAMPUS,2017-2018,57905198,MARTHA TURNER REILLY EL,ELEMENTARY,57905,DALLAS ISD,10,57,DALLAS COUNTY,581,57,0,273,279,5,460,581,311,-9999999,-9999999,49,7,12
STATE,CAMPUS,2017-2018,126903103,MARTI EL,ELEMENTARY,126903,CLEBURNE ISD,11,126,JOHNSON COUNTY,491,21,0,52,0,50,303,491,187,18,-9999999,54,16,15
STATE,CAMPUS,2017-2018,235902118,MARTIN DE LEON EL,ELEMENTARY,235902,VICTORIA ISD,3,235,VICTORIA COUNTY,567,19,0,10,0,10,274,567,220,0,0,50,20,16
STATE,CAMPUS,2017-2018,15915189,MARTIN EL,ELEMENTARY,15915,NORTHSIDE ISD,20,15,BEXAR COUNTY,719,17,0,163,156,0,656,719,421,5,-9999999,89,9,13
STATE,CAMPUS,2017-2018,31901104,MARTIN EL,ELEMENTARY,31901,BROWNSVILLE ISD,1,31,CAMERON COUNTY,473,24,0,180,173,-9999999,422,473,303,-9999999,-9999999,62,18,19
STATE,CAMPUS,2017-2018,101903103,MARTIN EL,ELEMENTARY,101903,ALIEF ISD,4,101,HARRIS COUNTY,935,21,0,671,506,206,760,935,724,0,0,63,9,17
STATE,CAMPUS,2017-2018,123910128,MARTIN EL,ELEMENTARY,123910,BEAUMONT ISD,5,123,JEFFERSON COUNTY,627,9,0,37,0,35,607,627,239,0,-9999999,42,53,22
STATE,CAMPUS,2017-2018,184903108,MARTIN EL,ELEMENTARY,184903,WEATHERFORD ISD,11,184,PARKER COUNTY,600,40,0,9,0,8,120,0,194,13,6,69,-9999999,19
STATE,CAMPUS,2017-2018,220901005,MARTIN H S,HIGH SCHOOL,220901,ARLINGTON ISD,11,220,TARRANT COUNTY,3451,501,2375,95,0,80,868,0,1209,46,-9999999,240,36,83
STATE,CAMPUS,2017-2018,240901001,MARTIN H S,HIGH SCHOOL,240901,LAREDO ISD,1,240,WEBB COUNTY,2026,121,1772,1029,0,1027,1969,2026,1348,0,0,184,23,13
STATE,CAMPUS,2017-2018,57905128,MARTIN LUTHER KING JR LEARNING CEN,ELEMENTARY,57905,DALLAS ISD,10,57,DALLAS COUNTY,439,38,0,93,92,-9999999,438,439,200,0,0,23,21,8
STATE,CAMPUS,2017-2018,178904050,MARTIN MIDDLE,MIDDLE SCHOOL,178904,CORPUS CHRISTI ISD,2,178,NUECES COUNTY,609,0,0,91,0,87,564,609,458,-9999999,0,76,29,43
STATE,CAMPUS,2017-2018,227901051,MARTIN MIDDLE,MIDDLE SCHOOL,227901,AUSTIN ISD,13,227,TRAVIS COUNTY,450,42,283,162,0,160,419,450,366,0,0,99,17,62
STATE,CAMPUS,2017-2018,50910106,MARTIN WALKER EL,ELEMENTARY,50910,COPPERAS COVE ISD,12,50,CORYELL COUNTY,490,37,0,28,0,25,261,490,178,150,-9999999,52,13,38
STATE,CAMPUS,2017-2018,57905226,MARTIN WEISS EL,ELEMENTARY,57905,DALLAS ISD,10,57,DALLAS COUNTY,523,31,0,264,231,0,505,523,320,-9999999,-9999999,49,10,7
STATE,CAMPUS,2017-2018,101912289,MARTINEZ C EL,ELEMENTARY,101912,HOUSTON ISD,4,101,HARRIS COUNTY,502,27,0,172,340,13,463,502,382,0,0,44,33,6
STATE,CAMPUS,2017-2018,221901155,MARTINEZ EL,ELEMENTARY,221901,ABILENE ISD,14,221,TAYLOR COUNTY,570,14,0,13,-9999999,13,534,570,311,5,-9999999,84,45,-9999999
STATE,CAMPUS,2017-2018,101912298,MARTINEZ R EL,ELEMENTARY,101912,HOUSTON ISD,4,101,HARRIS COUNTY,572,81,0,249,225,11,542,572,450,0,-9999999,36,22,-9999999
STATE,CAMPUS,2017-2018,234905101,MARTINS MILL EL,ELEMENTARY,234905,MARTINS MILL ISD,7,234,VAN ZANDT COUNTY,311,18,0,44,0,44,172,311,106,0,-9999999,34,0,21
STATE,CAMPUS,2017-2018,234905001,MARTINS MILL H S,HIGH SCHOOL,234905,MARTINS MILL ISD,7,234,VAN ZANDT COUNTY,220,20,163,5,0,5,82,220,72,0,0,19,0,16
STATE,CAMPUS,2017-2018,174909001,MARTINSVILLE SCHOOL,ELEMENTARY / SECONDARY,174909,MARTINSVILLE ISD,7,174,NACOGDOCHES COUNTY,400,29,142,21,0,21,206,400,175,7,6,45,-9999999,29
STATE,CAMPUS,2017-2018,70912112,MARVIN EL,ELEMENTARY,70912,WAXAHACHIE ISD,10,70,ELLIS COUNTY,384,8,0,12,-9999999,9,257,384,165,-9999999,-9999999,54,6,20
STATE,CAMPUS,2017-2018,211902102,MARY ALLEN EL,ELEMENTARY,211902,STRATFORD ISD,16,211,SHERMAN COUNTY,255,-9999999,0,58,0,55,164,255,130,0,-9999999,14,0,-9999999
STATE,CAMPUS,2017-2018,79907143,MARY AUSTIN HOLLEY EL,ELEMENTARY,79907,FORT BEND ISD,4,79,FORT BEND COUNTY,591,-9999999,0,260,121,138,424,591,367,12,0,55,-9999999,6
STATE,CAMPUS,2017-2018,21902114,MARY BRANCH EL,ELEMENTARY,21902,BRYAN ISD,6,21,BRAZOS COUNTY,483,25,0,136,125,6,406,483,361,-9999999,0,49,30,8
STATE,CAMPUS,2017-2018,20901111,MARY BURKS MAREK EL,ELEMENTARY,20901,ALVIN ISD,4,20,BRAZORIA COUNTY,764,78,0,124,0,113,197,11,269,16,-9999999,50,11,11
STATE,CAMPUS,2017-2018,9901101,MARY DESHAZO EL,ELEMENTARY,9901,MULESHOE ISD,17,9,BAILEY COUNTY,334,-9999999,0,85,84,0,278,334,223,0,-9999999,50,0,-9999999
STATE,CAMPUS,2017-2018,57907004,MARY E SMITHEY PACE H S,HIGH SCHOOL,57907,DUNCANVILLE ISD,10,57,DALLAS COUNTY,106,0,95,9,0,7,61,0,102,0,0,0,-9999999,0
STATE,CAMPUS,2017-2018,43901115,MARY EVANS EL,ELEMENTARY,43901,ALLEN ISD,10,43,COLLIN COUNTY,698,89,0,39,0,39,22,-9999999,75,6,0,52,-9999999,28
STATE,CAMPUS,2017-2018,178904143,MARY GRETT SCHOOL,ELEMENTARY / SECONDARY,178904,CORPUS CHRISTI ISD,2,178,NUECES COUNTY,82,0,25,0,0,0,65,0,82,0,0,82,0,0
STATE,CAMPUS,2017-2018,82902041,MARY HARPER MIDDLE,MIDDLE SCHOOL,82902,DILLEY ISD,20,82,FRIO COUNTY,223,23,0,6,0,6,155,223,160,0,0,35,33,9
STATE,CAMPUS,2017-2018,220912114,MARY HARRIS INT,MIDDLE SCHOOL,220912,CROWLEY ISD,11,220,TARRANT COUNTY,587,33,0,149,92,59,441,587,402,-9999999,-9999999,54,-9999999,31
STATE,CAMPUS,2017-2018,178904104,MARY HELEN BERLANGA EL,ELEMENTARY,178904,CORPUS CHRISTI ISD,2,178,NUECES COUNTY,690,0,0,51,43,-9999999,626,690,398,7,0,59,24,14
STATE,CAMPUS,2017-2018,108913041,MARY HOGE MIDDLE,MIDDLE SCHOOL,108913,WESLACO ISD,1,108,HIDALGO COUNTY,1048,48,324,435,0,426,956,1048,731,8,7,95,10,29
STATE,CAMPUS,2017-2018,220908118,MARY JO SHEPPARD EL,ELEMENTARY,220908,MANSFIELD ISD,11,220,TARRANT COUNTY,478,18,0,48,0,47,253,478,268,18,-9999999,57,-9999999,-9999999
STATE,CAMPUS,2017-2018,220908206,MARY LILLARD I S,MIDDLE SCHOOL,220908,MANSFIELD ISD,11,220,TARRANT COUNTY,1049,82,0,24,0,24,177,0,265,31,0,87,-9999999,35
STATE,CAMPUS,2017-2018,15916115,MARY LOU HARTMAN,ELEMENTARY,15916,JUDSON ISD,20,15,BEXAR COUNTY,753,36,0,268,327,0,537,753,640,21,-9999999,59,0,47
STATE,CAMPUS,2017-2018,57905274,MARY MCLEOD BETHUNE EL,ELEMENTARY,57905,DALLAS ISD,10,57,DALLAS COUNTY,742,101,0,434,393,-9999999,660,742,504,-9999999,-9999999,70,10,17
STATE,CAMPUS,2017-2018,220908201,MARY ORR INT,MIDDLE SCHOOL,220908,MANSFIELD ISD,11,220,TARRANT COUNTY,830,82,0,40,0,39,334,0,250,7,-9999999,83,-9999999,39
STATE,CAMPUS,2017-2018,157901101,MASON EL,ELEMENTARY,157901,MASON ISD,15,157,MASON COUNTY,294,22,0,28,0,28,147,294,124,0,0,28,0,13
STATE,CAMPUS,2017-2018,157901001,MASON H S,HIGH SCHOOL,157901,MASON ISD,15,157,MASON COUNTY,214,38,196,12,0,12,87,214,49,0,0,9,11,25
STATE,CAMPUS,2017-2018,157901041,MASON J H,MIDDLE SCHOOL,157901,MASON ISD,15,157,MASON COUNTY,220,49,-9999999,10,0,10,102,220,57,-9999999,0,18,0,21
STATE,CAMPUS,2017-2018,20908112,MASSEY RANCH EL,ELEMENTARY,20908,PEARLAND ISD,4,20,BRAZORIA COUNTY,681,33,0,46,0,38,182,11,164,9,-9999999,61,11,9
STATE,CAMPUS,2017-2018,101903143,MATA INT,MIDDLE SCHOOL,101903,ALIEF ISD,4,101,HARRIS COUNTY,824,53,0,320,238,88,657,824,733,-9999999,-9999999,78,8,25
STATE,CAMPUS,2017-2018,158904101,MATAGORDA SCHOOL,ELEMENTARY,158904,MATAGORDA ISD,3,158,MATAGORDA COUNTY,158,6,0,12,0,12,34,158,21,-9999999,0,11,0,-9999999
STATE,CAMPUS,2017-2018,57916142,MATH/SCIENCE/TECH MAGNET,ELEMENTARY,57916,RICHARDSON ISD,10,57,DALLAS COUNTY,616,49,0,174,0,170,305,616,248,0,-9999999,70,0,22
STATE,CAMPUS,2017-2018,43910122,MATHEWS EL,ELEMENTARY,43910,PLANO ISD,10,43,COLLIN COUNTY,475,127,0,44,0,44,26,0,81,0,0,46,0,8
STATE,CAMPUS,2017-2018,227901123,MATHEWS EL,ELEMENTARY,227901,AUSTIN ISD,13,227,TRAVIS COUNTY,437,24,0,54,7,45,135,437,148,0,5,26,26,24
STATE,CAMPUS,2017-2018,205904101,MATHIS EL,ELEMENTARY,205904,MATHIS ISD,2,205,SAN PATRICIO COUNTY,469,10,0,18,14,0,436,469,286,-9999999,-9999999,36,6,0
STATE,CAMPUS,2017-2018,205904001,MATHIS H S,HIGH SCHOOL,205904,MATHIS ISD,2,205,SAN PATRICIO COUNTY,411,7,318,-9999999,0,-9999999,360,411,241,-9999999,-9999999,40,-9999999,5
STATE,CAMPUS,2017-2018,205904102,MATHIS INT,ELEMENTARY,205904,MATHIS ISD,2,205,SAN PATRICIO COUNTY,367,14,0,12,6,0,348,367,198,-9999999,0,40,-9999999,5
STATE,CAMPUS,2017-2018,205904041,MATHIS MIDDLE,MIDDLE SCHOOL,205904,MATHIS ISD,2,205,SAN PATRICIO COUNTY,388,26,0,9,0,6,355,388,227,-9999999,-9999999,42,-9999999,6
STATE,CAMPUS,2017-2018,240903116,MATIAS DE LLANO EL,ELEMENTARY,240903,UNITED ISD,1,240,WEBB COUNTY,543,70,0,158,155,-9999999,322,543,235,-9999999,-9999999,68,-9999999,12
STATE,CAMPUS,2017-2018,152901011,MATTHEWS LEARNING CENTER,ELEMENTARY / SECONDARY,152901,LUBBOCK ISD,17,152,LUBBOCK COUNTY,156,-9999999,70,-9999999,0,-9999999,153,156,150,0,-9999999,20,7,-9999999
STATE,CAMPUS,2017-2018,101917134,MATTHYS EL,ELEMENTARY,101917,PASADENA ISD,4,101,HARRIS COUNTY,664,21,0,369,340,0,573,664,515,-9999999,0,60,66,21
STATE,CAMPUS,2017-2018,101907105,MATZKE EL,ELEMENTARY,101907,CYPRESS-FAIRBANKS ISD,4,101,HARRIS COUNTY,1054,30,0,223,116,101,636,1054,584,-9999999,8,126,30,31
STATE,CAMPUS,2017-2018,19903001,MAUD SCHOOL,ELEMENTARY / SECONDARY,19903,MAUD ISD,8,19,BOWIE COUNTY,484,20,127,0,0,0,285,477,120,5,0,50,-9999999,35
STATE,CAMPUS,2017-2018,220905124,MAUDE I LOGAN EL,ELEMENTARY,220905,FORT WORTH ISD,11,220,TARRANT COUNTY,445,9,0,90,85,-9999999,420,445,332,0,0,20,5,0
STATE,CAMPUS,2017-2018,159901107,MAUDE MAE KIRCHNER EL,ELEMENTARY,159901,EAGLE PASS ISD,20,159,MAVERICK COUNTY,100,10,0,52,50,0,78,100,64,0,0,5,0,-9999999
STATE,CAMPUS,2017-2018,220905160,MAUDRIE WALTON EL,ELEMENTARY,220905,FORT WORTH ISD,11,220,TARRANT COUNTY,431,19,0,73,56,39,374,431,336,-9999999,-9999999,46,11,-9999999
STATE,CAMPUS,2017-2018,101914101,MAURICE L WOLFE EL,ELEMENTARY,101914,KATY ISD,4,101,HARRIS COUNTY,348,21,0,75,0,72,196,348,219,-9999999,0,48,71,23
STATE,CAMPUS,2017-2018,181908102,MAURICEVILLE EL,ELEMENTARY,181908,LITTLE CYPRESS-MAURICEVILLE CISD,5,181,ORANGE COUNTY,546,9,0,16,0,16,328,546,196,-9999999,-9999999,65,32,24
STATE,CAMPUS,2017-2018,181908042,MAURICEVILLE MIDDLE,MIDDLE SCHOOL,181908,LITTLE CYPRESS-MAURICEVILLE CISD,5,181,ORANGE COUNTY,309,11,0,-9999999,0,-9999999,191,24,170,0,-9999999,42,27,18
STATE,CAMPUS,2017-2018,199901043,MAURINE CAIN MIDDLE,JUNIOR HIGH SCHOOL,199901,ROCKWALL ISD,10,199,ROCKWALL COUNTY,941,113,434,82,0,79,238,0,257,11,-9999999,68,-9999999,87
STATE,CAMPUS,2017-2018,43905052,MAUS MIDDLE,MIDDLE SCHOOL,43905,FRISCO ISD,10,43,COLLIN COUNTY,987,152,0,35,0,34,121,-9999999,138,11,0,94,-9999999,57
STATE,CAMPUS,2017-2018,15907150,MAVERICK EL,ELEMENTARY,15907,SAN ANTONIO ISD,20,15,BEXAR COUNTY,571,29,0,121,112,0,491,571,385,-9999999,7,91,9,11
STATE,CAMPUS,2017-2018,43901106,MAX O VAUGHAN EL,ELEMENTARY,43901,ALLEN ISD,10,43,COLLIN COUNTY,709,275,0,36,0,35,120,0,128,-9999999,-9999999,54,0,35
STATE,CAMPUS,2017-2018,14906129,MAXDALE EL,ELEMENTARY,14906,KILLEEN ISD,12,14,BELL COUNTY,731,12,0,75,0,63,567,731,342,226,-9999999,88,12,19
STATE,CAMPUS,2017-2018,67904101,MAXFIELD EL,ELEMENTARY,67904,GORMAN ISD,14,67,EASTLAND COUNTY,151,-9999999,0,11,0,11,110,151,54,0,0,26,16,12
STATE,CAMPUS,2017-2018,15915157,MAY EL,ELEMENTARY,15915,NORTHSIDE ISD,20,15,BEXAR COUNTY,573,25,0,180,163,60,203,5,267,19,-9999999,73,-9999999,-9999999
STATE,CAMPUS,2017-2018,25905101,MAY EL,ELEMENTARY,25905,MAY ISD,15,25,BROWN COUNTY,146,-9999999,0,6,0,6,111,146,23,0,0,14,9,-9999999
STATE,CAMPUS,2017-2018,25905001,MAY H S,HIGH SCHOOL,25905,MAY ISD,15,25,BROWN COUNTY,152,18,102,-9999999,0,-9999999,98,17,46,0,0,15,-9999999,-9999999
STATE,CAMPUS,2017-2018,57905030,MAYA ANGELOU H S,ELEMENTARY / SECONDARY,57905,DALLAS ISD,10,57,DALLAS COUNTY,24,-9999999,24,-9999999,0,-9999999,23,0,24,0,0,-9999999,-9999999,0
STATE,CAMPUS,2017-2018,101914111,MAYDE CREEK EL,ELEMENTARY,101914,KATY ISD,4,101,HARRIS COUNTY,840,8,0,219,0,212,544,840,531,6,-9999999,115,63,34
STATE,CAMPUS,2017-2018,101914005,MAYDE CREEK H S,HIGH SCHOOL,101914,KATY ISD,4,101,HARRIS COUNTY,2705,119,1447,214,0,211,1641,175,1269,17,-9999999,275,175,87
STATE,CAMPUS,2017-2018,101914043,MAYDE CREEK J H,MIDDLE SCHOOL,101914,KATY ISD,4,101,HARRIS COUNTY,1076,46,332,147,0,143,731,66,535,7,-9999999,132,66,63
STATE,CAMPUS,2017-2018,91903112,MAYES EL,ELEMENTARY,91903,DENISON ISD,10,91,GRAYSON COUNTY,458,6,0,138,134,-9999999,298,458,214,-9999999,-9999999,25,0,-9999999
STATE,CAMPUS,2017-2018,70915001,MAYPEARL H S,HIGH SCHOOL,70915,MAYPEARL ISD,10,70,ELLIS COUNTY,374,8,347,14,0,14,135,0,147,0,0,36,-9999999,32
STATE,CAMPUS,2017-2018,70915041,MAYPEARL MIDDLE,MIDDLE SCHOOL,70915,MAYPEARL ISD,10,70,ELLIS COUNTY,393,12,29,29,0,29,179,392,231,-9999999,0,30,-9999999,28
STATE,CAMPUS,2017-2018,108906001,MCALLEN H S,HIGH SCHOOL,108906,MCALLEN ISD,1,108,HIDALGO COUNTY,2296,283,1974,329,0,328,1433,2296,1251,7,7,203,7,53
STATE,CAMPUS,2017-2018,184907110,MCANALLY INT,MIDDLE SCHOOL,184907,ALEDO ISD,11,184,PARKER COUNTY,429,38,0,6,0,6,49,-9999999,87,10,-9999999,37,-9999999,29
STATE,CAMPUS,2017-2018,15915230,MCANDREW EL,ELEMENTARY,15915,NORTHSIDE ISD,20,15,BEXAR COUNTY,331,22,0,6,0,0,19,-9999999,44,8,-9999999,17,0,-9999999
STATE,CAMPUS,2017-2018,61902114,MCAULIFFE EL,ELEMENTARY,61902,LEWISVILLE ISD,11,61,DENTON COUNTY,541,25,0,5,0,5,35,0,123,-9999999,-9999999,73,-9999999,-9999999
STATE,CAMPUS,2017-2018,108906123,MCAULIFFE EL,ELEMENTARY,108906,MCALLEN ISD,1,108,HIDALGO COUNTY,538,32,0,251,283,10,435,538,340,-9999999,0,62,-9999999,31
STATE,CAMPUS,2017-2018,227901165,MCBEE EL,ELEMENTARY,227901,AUSTIN ISD,13,227,TRAVIS COUNTY,395,6,0,306,289,17,373,395,344,-9999999,0,58,14,45
STATE,CAMPUS,2017-2018,43910135,MCCALL EL,ELEMENTARY,43910,PLANO ISD,10,43,COLLIN COUNTY,558,75,0,139,-9999999,131,177,558,200,0,0,35,0,9
STATE,CAMPUS,2017-2018,184907104,MCCALL EL,ELEMENTARY,184907,ALEDO ISD,11,184,PARKER COUNTY,653,27,0,36,0,35,93,653,85,21,-9999999,59,0,35
STATE,CAMPUS,2017-2018,227901005,MCCALLUM H S,HIGH SCHOOL,227901,AUSTIN ISD,13,227,TRAVIS COUNTY,1761,317,857,63,0,58,387,9,575,-9999999,-9999999,161,9,119
STATE,CAMPUS,2017-2018,231901001,MCCAMEY H S,HIGH SCHOOL,231901,MCCAMEY ISD,18,231,UPTON COUNTY,143,13,110,6,0,6,64,143,78,0,0,9,0,5
STATE,CAMPUS,2017-2018,231901041,MCCAMEY MIDDLE,MIDDLE SCHOOL,231901,MCCAMEY ISD,18,231,UPTON COUNTY,163,16,0,6,0,-9999999,114,163,118,0,0,18,0,14
STATE,CAMPUS,2017-2018,231901102,MCCAMEY PRI,ELEMENTARY,231901,MCCAMEY ISD,18,231,UPTON COUNTY,250,-9999999,0,14,0,14,178,250,151,0,0,18,0,8
STATE,CAMPUS,2017-2018,249905041,MCCARROLL MIDDLE,MIDDLE SCHOOL,249905,DECATUR ISD,11,249,WISE COUNTY,485,56,0,51,0,51,221,0,229,-9999999,-9999999,74,-9999999,41
STATE,CAMPUS,2017-2018,249905042,MCCARROLL MIDDLE 6TH GRADE,MIDDLE SCHOOL,249905,DECATUR ISD,11,249,WISE COUNTY,253,20,0,33,0,33,121,253,118,0,0,38,5,29
STATE,CAMPUS,2017-2018,43918101,MCCLENDON EL,ELEMENTARY,43918,COMMUNITY ISD,10,43,COLLIN COUNTY,605,44,0,252,232,25,346,605,273,5,0,40,17,25
STATE,CAMPUS,2017-2018,15904002,MCCOLLUM H S,HIGH SCHOOL,15904,HARLANDALE ISD,20,15,BEXAR COUNTY,1553,149,1354,108,0,106,1254,1553,1011,23,-9999999,191,28,89
STATE,CAMPUS,2017-2018,57903114,MCCOY EL,ELEMENTARY,57903,CARROLLTON-FARMERS BRANCH ISD,10,57,DALLAS COUNTY,441,186,0,54,0,51,165,441,116,-9999999,0,49,-9999999,0
STATE,CAMPUS,2017-2018,57911105,MCCULLOCH INTERMEDIATE SCHOOL,MIDDLE SCHOOL,57911,HIGHLAND PARK ISD,10,57,DALLAS COUNTY,1133,170,0,8,0,7,0,0,198,0,0,114,0,60
STATE,CAMPUS,2017-2018,170902053,MCCULLOUGH J H,JUNIOR HIGH SCHOOL,170902,CONROE ISD,6,170,MONTGOMERY COUNTY,2208,310,992,96,0,94,181,-9999999,384,7,-9999999,116,-9999999,67
STATE,CAMPUS,2017-2018,11905101,MCDADE EL,ELEMENTARY,11905,MCDADE ISD,13,11,BASTROP COUNTY,220,10,0,53,0,50,137,220,98,0,-9999999,16,-9999999,8
STATE,CAMPUS,2017-2018,11905001,MCDADE H S,ELEMENTARY / SECONDARY,11905,MCDADE ISD,13,11,BASTROP COUNTY,105,15,47,9,0,9,65,105,59,0,0,16,0,8
STATE,CAMPUS,2017-2018,15915158,MCDERMOTT EL,ELEMENTARY,15915,NORTHSIDE ISD,20,15,BEXAR COUNTY,676,17,0,98,46,0,495,676,397,5,5,82,-9999999,13
STATE,CAMPUS,2017-2018,57914044,MCDONALD MIDDLE,JUNIOR HIGH SCHOOL,57914,MESQUITE ISD,10,57,DALLAS COUNTY,1002,81,168,188,0,180,792,1002,568,0,0,97,20,75
STATE,CAMPUS,2017-2018,101915122,MCDOUGLE EL,ELEMENTARY,101915,KLEIN ISD,4,101,HARRIS COUNTY,573,5,0,279,237,67,435,573,350,7,0,42,19,15
STATE,CAMPUS,2017-2018,163904041,MCDOWELL MIDDLE,MIDDLE SCHOOL,163904,HONDO ISD,20,163,MEDINA COUNTY,429,42,0,9,0,9,254,429,209,10,-9999999,39,5,45
