YEAR,DISTRICT ID,DESCRIPTION
2016,19901,RURAL
2016,227910,MAJOR SUBURBAN
2016,115903,RURAL
2016,91903,OTHER CENTRAL CITY SUBURBAN
2016,61901,OTHER CENTRAL CITY
2016,251901,NON-METROPOLITAN STABLE
2016,57906,MAJOR SUBURBAN
2016,194905,RURAL
2016,146903,RURAL
2016,163901,NON-METROPOLITAN STABLE
2016,81906,RURAL
2016,176903,RURAL
2016,3905,NON-METROPOLITAN STABLE
2016,84901,OTHER CENTRAL CITY
2016,82902,NON-METROPOLITAN STABLE
2016,144903,RURAL
2016,35901,OTHER CENTRAL CITY SUBURBAN
2016,133905,RURAL
2016,74904,RURAL
2016,108902,OTHER CENTRAL CITY SUBURBAN
2016,86024,RURAL
2016,174911,NON-METROPOLITAN FAST GROWING
2016,178801,CHARTER SCHOOL DISTRICTS
2016,101856,CHARTER SCHOOL DISTRICTS
2016,105904,MAJOR SUBURBAN
2016,178905,RURAL
2016,72902,NON-METROPOLITAN STABLE
2016,171901,NON-METROPOLITAN STABLE
2016,57907,MAJOR SUBURBAN
2016,220918,MAJOR SUBURBAN
2016,159901,OTHER CENTRAL CITY SUBURBAN
2016,227909,MAJOR SUBURBAN
2016,25909,NON-METROPOLITAN STABLE
2016,227824,CHARTER SCHOOL DISTRICTS
2016,241902,OTHER CENTRAL CITY SUBURBAN
2016,15911,MAJOR SUBURBAN
2016,36903,INDEPENDENT TOWN
2016,220811,CHARTER SCHOOL DISTRICTS
2016,92801,CHARTER SCHOOL DISTRICTS
2016,67903,NON-METROPOLITAN STABLE
2016,68901,OTHER CENTRAL CITY
2016,74905,RURAL
2016,108903,OTHER CENTRAL CITY SUBURBAN
2016,48901,RURAL
2016,15905,MAJOR SUBURBAN
2016,234903,NON-METROPOLITAN STABLE
2016,108904,OTHER CENTRAL CITY
2016,120901,NON-METROPOLITAN STABLE
2016,57833,CHARTER SCHOOL DISTRICTS
2016,123805,CHARTER SCHOOL DISTRICTS
2016,241903,INDEPENDENT TOWN
2016,71804,CHARTER SCHOOL DISTRICTS
2016,71902,MAJOR URBAN
2016,71810,CHARTER SCHOOL DISTRICTS
2016,15836,CHARTER SCHOOL DISTRICTS
2016,243902,RURAL
2016,11902,NON-METROPOLITAN STABLE
2016,1903,NON-METROPOLITAN STABLE
2016,102906,NON-METROPOLITAN STABLE
2016,70903,OTHER CENTRAL CITY
2016,49906,RURAL
2016,72802,CHARTER SCHOOL DISTRICTS
2016,174910,RURAL
2016,30906,RURAL
2016,107905,NON-METROPOLITAN STABLE
2016,121906,RURAL
2016,50901,INDEPENDENT TOWN
2016,220904,MAJOR SUBURBAN
2016,57834,CHARTER SCHOOL DISTRICTS
2016,101811,CHARTER SCHOOL DISTRICTS
2016,108809,CHARTER SCHOOL DISTRICTS
2016,210906,RURAL
2016,143906,RURAL
2016,71903,NON-METROPOLITAN STABLE
2016,81902,NON-METROPOLITAN STABLE
2016,101867,CHARTER SCHOOL DISTRICTS
2016,128904,RURAL
2016,60914,RURAL
2016,43904,NON-METROPOLITAN STABLE
2016,185902,RURAL
2016,75906,RURAL
2016,70905,MAJOR SUBURBAN
2016,75901,RURAL
2016,246902,NON-METROPOLITAN STABLE
2016,247901,INDEPENDENT TOWN
2016,178914,OTHER CENTRAL CITY SUBURBAN
2016,77901,RURAL
2016,57817,CHARTER SCHOOL DISTRICTS
2016,148902,RURAL
2016,169910,RURAL
2016,129902,MAJOR SUBURBAN
2016,114904,RURAL
2016,79907,MAJOR SUBURBAN
2016,242906,RURAL
2016,186902,NON-METROPOLITAN STABLE
2016,220809,CHARTER SCHOOL DISTRICTS
2016,220905,MAJOR URBAN
2016,198903,OTHER CENTRAL CITY SUBURBAN
2016,1904,RURAL
2016,86901,INDEPENDENT TOWN
2016,66903,RURAL
2016,152907,OTHER CENTRAL CITY SUBURBAN
2016,84911,NON-METROPOLITAN STABLE
2016,185903,NON-METROPOLITAN STABLE
2016,43905,OTHER CENTRAL CITY
2016,175905,NON-METROPOLITAN FAST GROWING
2016,234909,RURAL
2016,122901,RURAL
2016,115901,RURAL
2016,15914,NON-METROPOLITAN STABLE
2016,49901,INDEPENDENT TOWN
2016,101910,MAJOR SUBURBAN
2016,84902,OTHER CENTRAL CITY
2016,120902,RURAL
2016,57909,MAJOR SUBURBAN
2016,184911,RURAL
2016,174903,RURAL
2016,183904,RURAL
2016,50902,OTHER CENTRAL CITY SUBURBAN
2016,240801,CHARTER SCHOOL DISTRICTS
2016,57831,CHARTER SCHOOL DISTRICTS
2016,166902,RURAL
2016,15802,CHARTER SCHOOL DISTRICTS
2016,101804,CHARTER SCHOOL DISTRICTS
2016,149901,NON-METROPOLITAN STABLE
2016,246904,OTHER CENTRAL CITY
2016,161925,RURAL
2016,144901,NON-METROPOLITAN STABLE
2016,230902,OTHER CENTRAL CITY SUBURBAN
2016,92901,OTHER CENTRAL CITY SUBURBAN
2016,87901,RURAL
2016,213901,NON-METROPOLITAN STABLE
2016,101866,CHARTER SCHOOL DISTRICTS
2016,126911,MAJOR SUBURBAN
2016,169906,RURAL
2016,57835,CHARTER SCHOOL DISTRICTS
2016,167901,RURAL
2016,88902,NON-METROPOLITAN STABLE
2016,89901,NON-METROPOLITAN STABLE
2016,187903,RURAL
2016,101911,MAJOR SUBURBAN
2016,182901,RURAL
2016,67904,RURAL
2016,156905,RURAL
2016,182902,RURAL
2016,252901,NON-METROPOLITAN STABLE
2016,111901,OTHER CENTRAL CITY SUBURBAN
2016,57910,MAJOR SUBURBAN
2016,234904,NON-METROPOLITAN STABLE
2016,238904,RURAL
2016,126904,NON-METROPOLITAN STABLE
2016,90905,RURAL
2016,246905,RURAL
2016,226907,OTHER CENTRAL CITY SUBURBAN
2016,113902,RURAL
2016,220906,MAJOR SUBURBAN
2016,15835,CHARTER SCHOOL DISTRICTS
2016,116905,INDEPENDENT TOWN
2016,165902,OTHER CENTRAL CITY SUBURBAN
2016,205902,OTHER CENTRAL CITY SUBURBAN
2016,147902,NON-METROPOLITAN STABLE
2016,33901,RURAL
2016,228901,RURAL
2016,98901,RURAL
2016,91917,RURAL
2016,47903,RURAL
2016,135001,RURAL
2016,95903,RURAL
2016,143901,NON-METROPOLITAN FAST GROWING
2016,161924,RURAL
2016,102904,OTHER CENTRAL CITY SUBURBAN
2016,97902,RURAL
2016,127903,RURAL
2016,123914,OTHER CENTRAL CITY SUBURBAN
2016,219901,RURAL
2016,146904,NON-METROPOLITAN STABLE
2016,100905,OTHER CENTRAL CITY SUBURBAN
2016,15904,MAJOR SUBURBAN
2016,102905,RURAL
2016,31903,OTHER CENTRAL CITY SUBURBAN
2016,230905,INDEPENDENT TOWN
2016,101858,CHARTER SCHOOL DISTRICTS
2016,101862,CHARTER SCHOOL DISTRICTS
2016,71806,CHARTER SCHOOL DISTRICTS
2016,15828,CHARTER SCHOOL DISTRICTS
2016,161807,CHARTER SCHOOL DISTRICTS
2016,101846,CHARTER SCHOOL DISTRICTS
2016,227816,CHARTER SCHOOL DISTRICTS
2016,86902,RURAL
2016,244901,RURAL
2016,35902,RURAL
2016,103902,RURAL
2016,225907,NON-METROPOLITAN FAST GROWING
2016,104901,RURAL
2016,250902,RURAL
2016,127904,RURAL
2016,105906,MAJOR SUBURBAN
2016,198905,OTHER CENTRAL CITY SUBURBAN
2016,65902,RURAL
2016,202903,NON-METROPOLITAN STABLE
2016,237902,NON-METROPOLITAN STABLE
2016,201902,INDEPENDENT TOWN
2016,39902,OTHER CENTRAL CITY SUBURBAN
2016,15833,CHARTER SCHOOL DISTRICTS
2016,59901,OTHER CENTRAL CITY SUBURBAN
2016,208901,RURAL
2016,97903,RURAL
2016,108905,OTHER CENTRAL CITY SUBURBAN
2016,148903,RURAL
2016,84903,RURAL
2016,220819,CHARTER SCHOOL DISTRICTS
2016,177905,RURAL
2016,57911,MAJOR SUBURBAN
2016,188903,RURAL
2016,109904,INDEPENDENT TOWN
2016,84908,OTHER CENTRAL CITY SUBURBAN
2016,14905,RURAL
2016,5902,OTHER CENTRAL CITY SUBURBAN
2016,163904,INDEPENDENT TOWN
2016,74907,RURAL
2016,19902,RURAL
2016,108802,CHARTER SCHOOL DISTRICTS
2016,101828,CHARTER SCHOOL DISTRICTS
2016,101821,CHARTER SCHOOL DISTRICTS
2016,101829,CHARTER SCHOOL DISTRICTS
2016,101912,MAJOR URBAN
2016,91905,OTHER CENTRAL CITY SUBURBAN
2016,19913,RURAL
2016,109905,RURAL
2016,72908,RURAL
2016,3902,NON-METROPOLITAN STABLE
2016,101925,NON-METROPOLITAN STABLE
2016,34903,INDEPENDENT TOWN
2016,146905,RURAL
2016,101913,MAJOR SUBURBAN
2016,133902,RURAL
2016,3904,NON-METROPOLITAN STABLE
2016,236902,INDEPENDENT TOWN
2016,220916,MAJOR SUBURBAN
2016,246906,OTHER CENTRAL CITY SUBURBAN
2016,152910,OTHER CENTRAL CITY SUBURBAN
2016,108807,CHARTER SCHOOL DISTRICTS
2016,43801,CHARTER SCHOOL DISTRICTS
2016,120905,NON-METROPOLITAN STABLE
2016,205903,OTHER CENTRAL CITY SUBURBAN
2016,133904,NON-METROPOLITAN STABLE
2016,57830,CHARTER SCHOOL DISTRICTS
2016,57848,CHARTER SCHOOL DISTRICTS
2016,93903,RURAL
2016,243903,OTHER CENTRAL CITY SUBURBAN
2016,208903,RURAL
2016,186903,RURAL
2016,18906,RURAL
2016,118902,RURAL
2016,57912,MAJOR SUBURBAN
2016,70907,RURAL
2016,109907,RURAL
2016,119902,NON-METROPOLITAN STABLE
2016,37904,INDEPENDENT TOWN
2016,246907,NON-METROPOLITAN FAST GROWING
2016,121904,INDEPENDENT TOWN
2016,132902,RURAL
2016,57819,CHARTER SCHOOL DISTRICTS
2016,155901,NON-METROPOLITAN STABLE
2016,124901,NON-METROPOLITAN STABLE
2016,221911,NON-METROPOLITAN STABLE
2016,210902,RURAL
2016,15808,CHARTER SCHOOL DISTRICTS
2016,16901,RURAL
2016,50909,RURAL
2016,126905,OTHER CENTRAL CITY SUBURBAN
2016,7902,NON-METROPOLITAN FAST GROWING
2016,15822,CHARTER SCHOOL DISTRICTS
2016,15916,MAJOR SUBURBAN
2016,134901,RURAL
2016,102901,RURAL
2016,128901,NON-METROPOLITAN STABLE
2016,105801,CHARTER SCHOOL DISTRICTS
2016,101914,MAJOR SUBURBAN
2016,129903,OTHER CENTRAL CITY SUBURBAN
2016,126906,NON-METROPOLITAN FAST GROWING
2016,220907,MAJOR SUBURBAN
2016,242905,RURAL
2016,129904,OTHER CENTRAL CITY SUBURBAN
2016,131001,RURAL
2016,128902,NON-METROPOLITAN FAST GROWING
2016,113906,RURAL
2016,220914,MAJOR SUBURBAN
2016,175907,RURAL
2016,248901,OTHER CENTRAL CITY SUBURBAN
2016,133903,INDEPENDENT TOWN
2016,105803,CHARTER SCHOOL DISTRICTS
2016,92902,OTHER CENTRAL CITY SUBURBAN
2016,14906,OTHER CENTRAL CITY
2016,137901,INDEPENDENT TOWN
2016,227820,CHARTER SCHOOL DISTRICTS
2016,57837,CHARTER SCHOOL DISTRICTS
2016,101813,CHARTER SCHOOL DISTRICTS
2016,15826,CHARTER SCHOOL DISTRICTS
2016,121905,NON-METROPOLITAN STABLE
2016,101915,MAJOR SUBURBAN
2016,58905,RURAL
2016,232901,NON-METROPOLITAN FAST GROWING
2016,138902,RURAL
2016,18907,RURAL
2016,100903,NON-METROPOLITAN STABLE
2016,219905,RURAL
2016,61905,OTHER CENTRAL CITY SUBURBAN
2016,57839,CHARTER SCHOOL DISTRICTS
2016,101833,CHARTER SCHOOL DISTRICTS
2016,71807,CHARTER SCHOOL DISTRICTS
2016,31905,NON-METROPOLITAN STABLE
2016,125906,RURAL
2016,75902,INDEPENDENT TOWN
2016,108912,OTHER CENTRAL CITY
2016,84904,OTHER CENTRAL CITY SUBURBAN
2016,101916,MAJOR SUBURBAN
2016,254902,RURAL
2016,161906,OTHER CENTRAL CITY SUBURBAN
2016,247903,INDEPENDENT TOWN
2016,108914,RURAL
2016,15913,NON-METROPOLITAN STABLE
2016,227912,NON-METROPOLITAN STABLE
2016,61912,OTHER CENTRAL CITY SUBURBAN
2016,227913,MAJOR SUBURBAN
2016,220910,MAJOR SUBURBAN
2016,79901,OTHER CENTRAL CITY
2016,58906,NON-METROPOLITAN STABLE
2016,141901,OTHER CENTRAL CITY SUBURBAN
2016,57913,MAJOR SUBURBAN
2016,201903,RURAL
2016,107910,RURAL
2016,240901,OTHER CENTRAL CITY SUBURBAN
2016,245901,RURAL
2016,113905,RURAL
2016,185904,RURAL
2016,61804,CHARTER SCHOOL DISTRICTS
2016,193902,RURAL
2016,246913,MAJOR SUBURBAN
2016,19914,RURAL
2016,90902,RURAL
2016,57846,CHARTER SCHOOL DISTRICTS
2016,187906,RURAL
2016,145911,RURAL
2016,74909,RURAL
2016,110902,NON-METROPOLITAN STABLE
2016,201904,RURAL
2016,61902,MAJOR SUBURBAN
2016,144902,NON-METROPOLITAN STABLE
2016,246908,OTHER CENTRAL CITY SUBURBAN
2016,146906,NON-METROPOLITAN STABLE
2016,19908,NON-METROPOLITAN STABLE
2016,57807,CHARTER SCHOOL DISTRICTS
2016,15825,CHARTER SCHOOL DISTRICTS
2016,212903,OTHER CENTRAL CITY SUBURBAN
2016,34905,RURAL
2016,49907,RURAL
2016,72909,RURAL
2016,111902,NON-METROPOLITAN FAST GROWING
2016,181908,INDEPENDENT TOWN
2016,61914,OTHER CENTRAL CITY SUBURBAN
2016,140904,NON-METROPOLITAN STABLE
2016,187907,INDEPENDENT TOWN
2016,150901,NON-METROPOLITAN STABLE
2016,28902,OTHER CENTRAL CITY SUBURBAN
2016,77902,RURAL
2016,160905,RURAL
2016,141902,RURAL
2016,178906,NON-METROPOLITAN FAST GROWING
2016,116906,NON-METROPOLITAN STABLE
2016,92903,OTHER CENTRAL CITY
2016,83902,RURAL
2016,168902,RURAL
2016,161907,NON-METROPOLITAN STABLE
2016,54902,RURAL
2016,31906,OTHER CENTRAL CITY SUBURBAN
2016,241906,RURAL
2016,43919,NON-METROPOLITAN STABLE
2016,113903,RURAL
2016,152901,OTHER CENTRAL CITY
2016,152906,OTHER CENTRAL CITY SUBURBAN
2016,127905,RURAL
2016,3903,INDEPENDENT TOWN
2016,28903,INDEPENDENT TOWN
2016,100907,OTHER CENTRAL CITY SUBURBAN
2016,57805,CHARTER SCHOOL DISTRICTS
2016,245902,NON-METROPOLITAN STABLE
2016,7904,NON-METROPOLITAN STABLE
2016,129905,OTHER CENTRAL CITY SUBURBAN
2016,154901,NON-METROPOLITAN STABLE
2016,170906,OTHER CENTRAL CITY SUBURBAN
2016,107906,NON-METROPOLITAN STABLE
2016,109908,RURAL
2016,19910,RURAL
2016,57844,CHARTER SCHOOL DISTRICTS
2016,227907,MAJOR SUBURBAN
2016,220908,MAJOR SUBURBAN
2016,22902,RURAL
2016,27904,INDEPENDENT TOWN
2016,189901,RURAL
2016,94904,OTHER CENTRAL CITY SUBURBAN
2016,73903,NON-METROPOLITAN STABLE
2016,102902,INDEPENDENT TOWN
2016,161908,RURAL
2016,234905,RURAL
2016,174909,RURAL
2016,157901,RURAL
2016,158904,RURAL
2016,205904,NON-METROPOLITAN STABLE
2016,19903,RURAL
2016,25905,RURAL
2016,70915,OTHER CENTRAL CITY SUBURBAN
2016,108906,OTHER CENTRAL CITY
2016,231901,RURAL
2016,11905,RURAL
2016,161909,NON-METROPOLITAN STABLE
2016,43907,OTHER CENTRAL CITY SUBURBAN
2016,90903,RURAL
2016,34906,RURAL
2016,162904,RURAL
2016,223902,RURAL
2016,130801,CHARTER SCHOOL DISTRICTS
2016,10901,RURAL
2016,163908,MAJOR SUBURBAN
2016,43908,NON-METROPOLITAN FAST GROWING
2016,96904,RURAL
2016,164901,RURAL
2016,108907,OTHER CENTRAL CITY SUBURBAN
2016,18902,RURAL
2016,246801,CHARTER SCHOOL DISTRICTS
2016,221904,OTHER CENTRAL CITY SUBURBAN
2016,57914,MAJOR SUBURBAN
2016,147903,NON-METROPOLITAN STABLE
2016,101855,CHARTER SCHOOL DISTRICTS
2016,62906,RURAL
2016,197902,RURAL
2016,165802,CHARTER SCHOOL DISTRICTS
2016,165901,OTHER CENTRAL CITY
2016,70908,OTHER CENTRAL CITY
2016,108804,CHARTER SCHOOL DISTRICTS
2016,39905,RURAL
2016,161903,OTHER CENTRAL CITY SUBURBAN
2016,166903,RURAL
2016,175910,RURAL
2016,200902,RURAL
2016,70909,RURAL
2016,112907,RURAL
2016,184904,OTHER CENTRAL CITY SUBURBAN
2016,250903,INDEPENDENT TOWN
2016,182903,INDEPENDENT TOWN
2016,108908,OTHER CENTRAL CITY SUBURBAN
2016,238902,OTHER CENTRAL CITY SUBURBAN
2016,169908,RURAL
2016,108915,OTHER CENTRAL CITY SUBURBAN
2016,227826,CHARTER SCHOOL DISTRICTS
2016,170903,OTHER CENTRAL CITY SUBURBAN
2016,161910,RURAL
2016,209902,RURAL
2016,18903,RURAL
2016,72910,RURAL
2016,40901,RURAL
2016,173901,RURAL
2016,143902,RURAL
2016,109910,RURAL
2016,201907,RURAL
2016,225902,INDEPENDENT TOWN
2016,80901,NON-METROPOLITAN STABLE
2016,49902,RURAL
2016,9901,NON-METROPOLITAN STABLE
2016,167902,NON-METROPOLITAN FAST GROWING
2016,198906,RURAL
2016,138903,RURAL
2016,107908,RURAL
2016,174904,INDEPENDENT TOWN
2016,163903,NON-METROPOLITAN STABLE
2016,94903,OTHER CENTRAL CITY SUBURBAN
2016,93904,OTHER CENTRAL CITY SUBURBAN
2016,35903,RURAL
2016,1906,RURAL
2016,123905,OTHER CENTRAL CITY SUBURBAN
2016,79906,OTHER CENTRAL CITY SUBURBAN
2016,19905,NON-METROPOLITAN STABLE
2016,46901,OTHER CENTRAL CITY
2016,170908,OTHER CENTRAL CITY SUBURBAN
2016,152902,RURAL
2016,230906,OTHER CENTRAL CITY SUBURBAN
2016,15805,CHARTER SCHOOL DISTRICTS
2016,153905,NON-METROPOLITAN FAST GROWING
2016,37908,RURAL
2016,236901,NON-METROPOLITAN STABLE
2016,252902,RURAL
2016,220817,CHARTER SCHOOL DISTRICTS
2016,176902,NON-METROPOLITAN STABLE
2016,89903,NON-METROPOLITAN STABLE
2016,169902,RURAL
2016,62902,RURAL
2016,145906,RURAL
2016,15910,MAJOR URBAN
2016,112906,RURAL
2016,139911,INDEPENDENT TOWN
2016,61802,CHARTER SCHOOL DISTRICTS
2016,154903,RURAL
2016,15915,MAJOR URBAN
2016,244905,RURAL
2016,61911,OTHER CENTRAL CITY SUBURBAN
2016,57809,CHARTER SCHOOL DISTRICTS
2016,57827,CHARTER SCHOOL DISTRICTS
2016,69902,RURAL
2016,235904,RURAL
2016,227804,CHARTER SCHOOL DISTRICTS
2016,153903,RURAL
2016,145907,RURAL
2016,205905,NON-METROPOLITAN STABLE
2016,84802,CHARTER SCHOOL DISTRICTS
2016,50904,RURAL
2016,200906,RURAL
2016,252903,RURAL
2016,140905,RURAL
2016,187910,NON-METROPOLITAN STABLE
2016,125903,NON-METROPOLITAN STABLE
2016,181905,OTHER CENTRAL CITY SUBURBAN
2016,230903,NON-METROPOLITAN STABLE
2016,14804,CHARTER SCHOOL DISTRICTS
2016,201908,RURAL
2016,51901,RURAL
2016,104907,RURAL
2016,48903,RURAL
2016,158905,NON-METROPOLITAN STABLE
2016,1907,INDEPENDENT TOWN
2016,70910,OTHER CENTRAL CITY SUBURBAN
2016,182906,RURAL
2016,90904,NON-METROPOLITAN STABLE
2016,33902,RURAL
2016,183801,CHARTER SCHOOL DISTRICTS
2016,42905,RURAL
2016,249906,NON-METROPOLITAN STABLE
2016,139909,INDEPENDENT TOWN
2016,101917,MAJOR SUBURBAN
2016,71803,CHARTER SCHOOL DISTRICTS
2016,63906,RURAL
2016,13902,NON-METROPOLITAN FAST GROWING
2016,20908,MAJOR SUBURBAN
2016,82903,NON-METROPOLITAN STABLE
2016,184908,OTHER CENTRAL CITY SUBURBAN
2016,195901,NON-METROPOLITAN STABLE
2016,57802,CHARTER SCHOOL DISTRICTS
2016,109914,RURAL
2016,119903,RURAL
2016,179901,NON-METROPOLITAN STABLE
2016,95904,RURAL
2016,39903,RURAL
2016,13903,RURAL
2016,172905,NON-METROPOLITAN STABLE
2016,227904,MAJOR SUBURBAN
2016,108909,OTHER CENTRAL CITY
2016,61903,OTHER CENTRAL CITY SUBURBAN
2016,92904,OTHER CENTRAL CITY SUBURBAN
2016,3801,CHARTER SCHOOL DISTRICTS
2016,32902,NON-METROPOLITAN STABLE
2016,251902,RURAL
2016,95905,INDEPENDENT TOWN
2016,43910,MAJOR SUBURBAN
2016,19912,NON-METROPOLITAN STABLE
2016,7905,INDEPENDENT TOWN
2016,117904,RURAL
2016,31909,OTHER CENTRAL CITY SUBURBAN
2016,61906,OTHER CENTRAL CITY SUBURBAN
2016,184901,RURAL
2016,15801,CHARTER SCHOOL DISTRICTS
2016,178908,RURAL
2016,123907,OTHER CENTRAL CITY SUBURBAN
2016,123908,OTHER CENTRAL CITY SUBURBAN
2016,15814,CHARTER SCHOOL DISTRICTS
2016,85902,NON-METROPOLITAN STABLE
2016,7906,NON-METROPOLITAN STABLE
2016,247904,RURAL
2016,91913,OTHER CENTRAL CITY SUBURBAN
2016,28906,RURAL
2016,169909,RURAL
2016,139912,NON-METROPOLITAN STABLE
2016,72801,CHARTER SCHOOL DISTRICTS
2016,84805,CHARTER SCHOOL DISTRICTS
2016,125905,RURAL
2016,189902,NON-METROPOLITAN STABLE
2016,167904,RURAL
2016,43911,NON-METROPOLITAN FAST GROWING
2016,98903,RURAL
2016,14803,CHARTER SCHOOL DISTRICTS
2016,108910,NON-METROPOLITAN STABLE
2016,101853,CHARTER SCHOOL DISTRICTS
2016,43912,OTHER CENTRAL CITY SUBURBAN
2016,99903,RURAL
2016,34907,NON-METROPOLITAN STABLE
2016,116908,OTHER CENTRAL CITY SUBURBAN
2016,250904,INDEPENDENT TOWN
2016,15815,CHARTER SCHOOL DISTRICTS
2016,190903,NON-METROPOLITAN STABLE
2016,54903,RURAL
2016,66005,RURAL
2016,234801,CHARTER SCHOOL DISTRICTS
2016,15906,NON-METROPOLITAN STABLE
2016,67907,RURAL
2016,231902,RURAL
2016,161802,CHARTER SCHOOL DISTRICTS
2016,101806,CHARTER SCHOOL DISTRICTS
2016,236801,CHARTER SCHOOL DISTRICTS
2016,245903,OTHER CENTRAL CITY SUBURBAN
2016,192901,OTHER CENTRAL CITY SUBURBAN
2016,19911,RURAL
2016,70911,OTHER CENTRAL CITY
2016,19906,NON-METROPOLITAN STABLE
2016,196903,RURAL
2016,137902,RURAL
2016,45903,NON-METROPOLITAN STABLE
2016,175911,RURAL
2016,14801,CHARTER SCHOOL DISTRICTS
2016,93905,RURAL
2016,57916,MAJOR SUBURBAN
2016,57840,CHARTER SCHOOL DISTRICTS
2016,206902,RURAL
2016,161912,RURAL
2016,214901,OTHER CENTRAL CITY SUBURBAN
2016,31911,NON-METROPOLITAN STABLE
2016,126907,RURAL
2016,152802,CHARTER SCHOOL DISTRICTS
2016,67908,RURAL
2016,188902,OTHER CENTRAL CITY SUBURBAN
2016,194903,RURAL
2016,137903,RURAL
2016,41902,RURAL
2016,161922,OTHER CENTRAL CITY SUBURBAN
2016,178909,NON-METROPOLITAN STABLE
2016,76903,RURAL
2016,160904,RURAL
2016,166904,NON-METROPOLITAN STABLE
2016,69901,RURAL
2016,199901,OTHER CENTRAL CITY SUBURBAN
2016,14907,NON-METROPOLITAN STABLE
2016,214903,INDEPENDENT TOWN
2016,152908,OTHER CENTRAL CITY SUBURBAN
2016,110905,RURAL
2016,177901,NON-METROPOLITAN FAST GROWING
2016,73905,RURAL
2016,76904,RURAL
2016,246909,MAJOR SUBURBAN
2016,75908,RURAL
2016,139908,RURAL
2016,237905,OTHER CENTRAL CITY SUBURBAN
2016,199902,OTHER CENTRAL CITY SUBURBAN
2016,104903,RURAL
2016,128903,RURAL
2016,37907,NON-METROPOLITAN STABLE
2016,91914,RURAL
2016,232902,RURAL
2016,92906,OTHER CENTRAL CITY SUBURBAN
2016,123913,RURAL
2016,169911,RURAL
2016,14908,OTHER CENTRAL CITY SUBURBAN
2016,112909,RURAL
2016,74917,RURAL
2016,226903,OTHER CENTRAL CITY
2016,15907,MAJOR URBAN
2016,15820,CHARTER SCHOOL DISTRICTS
2016,203901,RURAL
2016,31912,OTHER CENTRAL CITY SUBURBAN
2016,66902,NON-METROPOLITAN STABLE
2016,71904,MAJOR SUBURBAN
2016,233901,INDEPENDENT TOWN
2016,214902,RURAL
2016,105902,OTHER CENTRAL CITY
2016,245904,RURAL
2016,206901,RURAL
2016,22903,RURAL
2016,58909,RURAL
2016,117903,RURAL
2016,61908,OTHER CENTRAL CITY SUBURBAN
2016,42903,RURAL
2016,84909,OTHER CENTRAL CITY SUBURBAN
2016,137904,NON-METROPOLITAN FAST GROWING
2016,31913,RURAL
2016,31914,NON-METROPOLITAN STABLE
2016,182904,RURAL
2016,74911,RURAL
2016,94902,OTHER CENTRAL CITY
2016,207901,RURAL
2016,15806,CHARTER SCHOOL DISTRICTS
2016,15827,CHARTER SCHOOL DISTRICTS
2016,15831,CHARTER SCHOOL DISTRICTS
2016,75903,RURAL
2016,129910,OTHER CENTRAL CITY SUBURBAN
2016,83901,RURAL
2016,8902,OTHER CENTRAL CITY SUBURBAN
2016,178808,CHARTER SCHOOL DISTRICTS
2016,94901,OTHER CENTRAL CITY SUBURBAN
2016,83903,NON-METROPOLITAN STABLE
2016,101802,CHARTER SCHOOL DISTRICTS
2016,12901,RURAL
2016,152909,OTHER CENTRAL CITY SUBURBAN
2016,242902,NON-METROPOLITAN FAST GROWING
2016,108911,OTHER CENTRAL CITY SUBURBAN
2016,15819,CHARTER SCHOOL DISTRICTS
2016,210903,RURAL
2016,101924,MAJOR SUBURBAN
2016,204904,INDEPENDENT TOWN
2016,91906,OTHER CENTRAL CITY
2016,143903,RURAL
2016,47905,RURAL
2016,115902,RURAL
2016,100904,INDEPENDENT TOWN
2016,23902,RURAL
2016,19909,RURAL
2016,205906,INDEPENDENT TOWN
2016,49909,RURAL
2016,13905,RURAL
2016,152903,NON-METROPOLITAN STABLE
2016,249908,RURAL
2016,1909,RURAL
2016,11904,NON-METROPOLITAN STABLE
2016,110906,NON-METROPOLITAN FAST GROWING
2016,26903,RURAL
2016,208902,NON-METROPOLITAN STABLE
2016,71909,MAJOR URBAN
2016,15909,NON-METROPOLITAN STABLE
2016,26902,RURAL
2016,218901,NON-METROPOLITAN STABLE
2016,152803,CHARTER SCHOOL DISTRICTS
2016,15908,MAJOR SUBURBAN
2016,31916,NON-METROPOLITAN STABLE
2016,85903,RURAL
2016,15917,MAJOR SUBURBAN
2016,15912,MAJOR SUBURBAN
2016,15807,CHARTER SCHOOL DISTRICTS
2016,101838,CHARTER SCHOOL DISTRICTS
2016,98904,RURAL
2016,170907,OTHER CENTRAL CITY SUBURBAN
2016,101920,MAJOR SUBURBAN
2016,117907,RURAL
2016,92907,OTHER CENTRAL CITY SUBURBAN
2016,101919,MAJOR SUBURBAN
2016,140907,RURAL
2016,184902,OTHER CENTRAL CITY SUBURBAN
2016,63903,RURAL
2016,229905,RURAL
2016,57836,CHARTER SCHOOL DISTRICTS
2016,13801,CHARTER SCHOOL DISTRICTS
2016,79910,MAJOR SUBURBAN
2016,127906,RURAL
2016,156902,OTHER CENTRAL CITY SUBURBAN
2016,101859,CHARTER SCHOOL DISTRICTS
2016,174801,CHARTER SCHOOL DISTRICTS
2016,72903,INDEPENDENT TOWN
2016,216901,NON-METROPOLITAN FAST GROWING
2016,247906,RURAL
2016,211902,RURAL
2016,182905,RURAL
2016,140908,RURAL
2016,112910,RURAL
